Address,Address - Zip Code,Listing Date,Listing Price,Pending Date,Price Per Sq Ft,Selling Date,Selling Price
"2928 Peachtree Dr #4 Stockton, CA 95203-1038",95203,3/18/2009,19900,3/24/2009,21.54,4/3/2009,19900
"2927 Monte Diablo Ave #3 Stockton, CA 95203-1133",95203,12/5/2009,19900,12/11/2009,23.69,1/28/2010,19900
"2421 Country Club Blvd #31 Stockton, CA 95204-4768",95204,1/21/2011,22000,2/15/2011,23.11,4/20/2011,19900
"2912 Peachtree Dr Stockton, CA 95203-1034",95203,4/5/2011,19950,11/2/2011,23.75,11/3/2011,19950
"2421 Country Club Blvd #7 Stockton, CA 95204-4768",95204,3/6/2011,30000,8/2/2011,23.23,8/19/2011,20000
"2923 Monte Diablo Ave #3 Stockton, CA 95203-1132",95203,9/1/2011,21900,9/20/2011,23.81,10/19/2011,20000
"2928 Peachtree Dr #1 Stockton, CA 95203-1038",95203,1/8/2013,18000,4/2/2013,25.16,5/23/2013,20000
"2927 Monte Diablo Ave Stockton, CA 95203-1133",95203,3/29/2011,18360,4/8/2011,24.4,5/18/2011,20500
"2420 Oxford Way #40 Stockton, CA 95204-4062",95204,5/24/2011,20000,7/26/2011,23.93,7/27/2011,20600
"2920 Peachtree Dr #2 Stockton, CA 95203-1036",95203,8/9/2011,24900,9/2/2011,24.7,10/7/2011,20750
"2916 Peachtree Dr #2 Stockton, CA 95203-1035",95203,8/9/2011,24900,9/2/2011,24.7,10/7/2011,20750
"1752 Palm Ave Stockton, CA 95205",95205,1/7/2009,23900,2/26/2009,20.35,3/17/2009,21000
"1324 Occidental Ave #2 Stockton, CA 95203-1028",95203,12/1/2010,17900,12/10/2010,25.12,1/21/2011,21100
"2911 Toyon Dr #2 Stockton, CA 95203-1054",95203,7/20/2009,19900,4/12/2010,25.18,5/11/2010,21150
"1755 Palm Ave Stockton, CA 95205-3327",95205,2/10/2009,34900,4/28/2009,31.21,5/13/2009,22000
"615 E Fremont St Stockton, CA 95202-2238",95202,2/2/2009,24900,4/13/2009,20.02,5/20/2009,22000
"2421 Country Club Blvd Stockton, CA 95204-4768",95204,7/3/2009,29000,9/1/2009,16.69,9/29/2009,22000
"1315 Pinetree Dr #1 Stockton, CA 95203-1051",95203,7/19/2010,19900,7/27/2010,27.67,8/13/2010,22000
"2420 Oxford Way #39 Stockton, CA 95204-4045",95204,6/26/2010,22800,8/17/2010,25.55,12/10/2010,22000
"1260 Occidental Ave #4 Stockton, CA 95203-1025",95203,10/21/2010,24900,11/2/2010,23.81,12/22/2010,22000
"2946 Peachtree Dr #4 Stockton, CA 95203-1017",95203,7/23/2011,20900,9/8/2011,23.81,10/5/2011,22000
"1228 Occidental Ave #3 Stockton, CA 95203-1021",95203,10/2/2012,25000,10/9/2012,26.19,11/15/2012,22000
"2916 Peachtree Dr #2 Stockton, CA 95203-1035",95203,1/5/2009,24900,1/16/2009,26.79,2/19/2009,22500
"520 N Baker St Stockton, CA 95203-2746",95203,7/17/2009,34900,10/1/2009,24.73,10/29/2009,22500
"1251 Pinetree Dr Stockton, CA 95203-1048",95203,4/21/2010,19900,4/29/2010,24.35,6/9/2010,22500
"2911 Monte Diablo Ave #4 Stockton, CA 95203-1129",95203,3/25/2009,18900,3/31/2009,24.89,4/27/2009,23000
"2421 Country Club Blvd #26 Stockton, CA 95204-4727",95204,7/13/2010,31900,8/11/2010,17.45,8/25/2010,23000
"2421 Country Club Blvd #30 Stockton, CA 95204-4727",95204,3/9/2011,26000,5/25/2011,26.71,7/13/2011,23000
"1332 Occidental Ave Stockton, CA 95203-1029",95203,12/4/2012,28500,1/18/2013,28.93,2/5/2013,23000
"2920 Peachtree Dr Stockton, CA 95203-1036",95203,12/24/2008,23500,1/8/2009,27.98,2/27/2009,23500
"2923 Monte Diablo Ave #3 Stockton, CA 95203-1132",95203,3/14/2012,29000,3/28/2012,27.98,4/9/2012,23500
"2935 MONTE DIABLO Ave #3 Stockton, CA 95203",95203,8/4/2010,24900,9/21/2010,28.57,10/4/2010,24000
"2932 Peachtree Dr #3 Stockton, CA 95203-1039",95203,8/13/2010,25000,9/15/2010,28.57,11/9/2010,24000
"1235 Pinetree Dr #4 Stockton, CA 95203-1046",95203,2/22/2011,24075,3/3/2011,25.97,4/19/2011,24000
"2919 Toyon Dr #3 Stockton, CA 95203-1055",95203,11/7/2011,24000,11/8/2011,28.57,11/17/2011,24000
"2642 N Hunter St Stockton, CA 95204-4519",95204,7/20/2011,35000,4/19/2012,28.99,4/27/2012,24500
"2946 Peachtree Dr Stockton, CA 95203-1017",95203,8/29/2008,24900,10/29/2008,31.32,12/8/2008,24900
"1244 Occidental Ave #2 Stockton, CA 95203-1023",95203,12/4/2008,24900,12/9/2008,29.64,1/7/2009,24900
"1259 Pinetree Dr Stockton, CA 95203-1049",95203,3/25/2010,24900,4/6/2010,29.64,6/2/2010,24900
"2915 Monte Diablo Ave #1 Stockton, CA 95203-1130",95203,10/24/2011,24900,11/15/2011,31.32,12/30/2011,24900
"1324 Occidental Ave #4 Stockton, CA 95203-1028",95203,10/1/2008,25000,12/12/2008,27.06,1/13/2009,25000
"2420 Oxford Way #42 Stockton, CA 95204-4045",95204,12/23/2008,28000,1/1/2009,29.04,1/30/2009,25000
"1228 Occidental Ave #4 Stockton, CA 95203-1021",95203,12/2/2009,19900,12/11/2009,27.06,1/29/2010,25000
"2135 W Park St Stockton, CA 95203-1920",95203,5/27/2011,39900,7/15/2011,32.43,8/17/2011,25000
"1236 Occidental Ave Stockton, CA 95203-1022",95203,8/26/2008,25500,8/29/2008,30.36,11/10/2008,25500
"338 E Rose St Stockton, CA 95202-1509",95202,8/22/2008,17900,9/25/2009,22.02,10/20/2009,25500
"1331 Pinetree Dr #4 Stockton, CA 95203-1053",95203,12/11/2012,25900,1/25/2013,28.03,2/13/2013,25900
"2915 Monte Diablo Ave #2 Stockton, CA 95203-1130",95203,10/19/2008,34900,11/28/2008,30.95,1/8/2009,26000
"2939 Monte Diablo Ave Stockton, CA 95203-1139",95203,10/8/2008,22900,11/12/2008,30.95,2/2/2009,26000
"2603 W Acacia St Stockton, CA 95203-1909",95203,7/22/2008,39000,2/20/2009,33.72,2/27/2009,26000
"2045 Michigan Ave Stockton, CA 95204-4144",95204,1/14/2009,21000,1/26/2009,31.14,2/27/2009,26000
"915 Park View Ct Stockton, CA 95205-3330",95205,1/7/2011,29900,2/25/2011,38.92,3/14/2011,26000
"2947 Monte Diablo Ave #2 Stockton, CA 95203-1137",95203,10/27/2012,29000,3/18/2013,30.95,4/16/2013,26000
"1244 Occidental Ave #2 Stockton, CA 95203-1023",95203,10/27/2012,29000,4/18/2013,30.95,4/29/2013,26000
"2946 Peachtree Dr #2 Stockton, CA 95203-1017",95203,8/18/2008,26900,8/27/2008,32.14,11/24/2008,27000
"1307 Pinetree Dr #3 Stockton, CA 95203-1050",95203,2/24/2008,24900,1/5/2009,32.14,1/6/2009,27000
"1820 Oxford Way Stockton, CA 95204-4263",95204,5/14/2009,29700,5/15/2009,27.66,5/29/2009,27000
"219 W Oak St Stockton, CA 95203-2810",95203,3/12/2009,29900,5/11/2009,16.27,6/24/2009,27000
"2042 W Monterey Ave Stockton, CA 95204-4154",95204,1/10/2011,30000,1/14/2011,25.96,1/25/2011,27000
"1236 E Roosevelt St Stockton, CA 95205-3629",95205,5/1/2011,30000,5/19/2011,38.19,7/14/2011,27000
"1426 Occidental Ave #1 Stockton, CA 95203-1033",95203,10/30/2012,22900,11/28/2012,33.96,12/4/2012,27000
"2939 Monte Diablo Ave #3 Stockton, CA 95203-1139",95203,10/27/2012,29000,1/17/2013,32.14,2/25/2013,27000
"2611 W Acacia St Stockton, CA 95203-1909",95203,12/31/2012,22000,1/11/2013,58.46,4/23/2013,27244
"1220 Occidental Ave #2 Stockton, CA 95203-1020",95203,9/18/2008,28900,10/3/2008,32.74,10/31/2008,27500
"1331 Pinetree Dr #2 Stockton, CA 95203-1053",95203,9/29/2008,29100,10/10/2008,32.74,11/25/2008,27500
"1308 Occidental Ave #1 Stockton, CA 95203-1026",95203,10/6/2008,27500,10/24/2008,34.59,11/26/2008,27500
"839 Queen Ave Stockton, CA 95203-1921",95203,10/11/2008,39900,5/1/2009,28.77,5/29/2009,27500
"2935 Monte Diablo Ave #1 Stockton, CA 95203",95203,1/20/2012,27500,3/21/2012,32.74,4/3/2012,27500
"2936 Peachtree Dr #3 Stockton, CA 95203-1040",95203,12/13/2012,27000,1/26/2013,32.74,2/25/2013,27500
"2421 Country Club Blvd #4 Stockton, CA 95204-4768",95204,5/5/2010,27900,5/11/2010,32.52,5/21/2010,28000
"135 E Stadium Dr Stockton, CA 95204-3328",95204,10/20/2011,29900,12/8/2011,30.21,1/17/2012,28000
"2912 Peachtree Dr #4 Stockton, CA 95203-1034",95203,4/22/2012,28900,4/27/2012,30.3,5/10/2012,28000
"2923 Monte Diablo Ave #4 Stockton, CA 95203-1132",95203,11/27/2012,29000,12/11/2012,30.3,1/7/2013,28000
"2915 Monte Diablo Ave #1 Stockton, CA 95203-1130",95203,10/31/2012,28000,2/26/2013,35.22,3/12/2013,28000
"2938 Shimizu Dr #1 Stockton, CA 95203-1062",95203,3/4/2013,25200,3/14/2013,35.22,5/8/2013,28000
"2936 Peachtree Dr #3 Stockton, CA 95203-1040",95203,5/8/2012,28900,5/18/2012,33.45,6/12/2012,28100
"1235 Pinetree Dr Stockton, CA 95203",95203,5/20/2013,29000,5/31/2013,33.93,7/9/2013,28500
"1252 Occidental Ave #2 Stockton, CA 95203-1024",95203,11/12/2008,28500,12/8/2008,34.23,1/7/2009,28750
"2421 Country Club Blvd #8 Stockton, CA 95204-4768",95204,2/10/2009,31000,5/19/2009,33.68,6/8/2009,29000
"1228 Occidental Ave #4 Stockton, CA 95203-1021",95203,1/24/2011,31000,7/18/2011,31.39,8/10/2011,29000
"408 E Ellis St Stockton, CA 95204-5515",95204,12/15/2011,29900,12/23/2011,36.07,2/1/2012,29000
"737 N Monroe St Stockton, CA 95203-2504",95203,12/11/2012,27600,12/27/2012,18.7,5/7/2013,29000
"2421 Country Club Blvd #15 Stockton, CA 95204-4768",95204,11/12/2009,25000,11/24/2009,33.74,1/8/2010,29050
"2922 Shimizu Dr #1 Stockton, CA 95203-1057",95203,9/4/2013,29000,9/17/2013,36.79,11/15/2013,29250
"2421 Country Club Blvd #6 Stockton, CA 95204-4726",95204,10/29/2008,29900,2/17/2009,34.73,3/2/2009,29900
"1418 Occidental Ave #2 Stockton, CA 95203-1032",95203,1/22/2013,29900,2/25/2013,35.6,3/1/2013,29900
"2421 Country Club Blvd Stockton, CA 95204-4768",95204,3/2/2009,30000,3/5/2009,34.84,4/6/2009,30000
"2420 Oxford Way #16 Stockton, CA 95204-4045",95204,12/17/2008,34900,2/6/2009,34.84,4/10/2009,30000
"928 N Pilgrim St Stockton, CA 95205-4161",95205,12/30/2008,29900,4/15/2009,28.68,5/12/2009,30000
"841 San Juan Ave Stockton, CA 95203-1454",95203,2/6/2009,27900,3/26/2009,35.17,5/14/2009,30000
"2115 Berkeley Ave Stockton, CA 95205-3309",95205,12/18/2008,35000,4/10/2009,40,5/28/2009,30000
"212 W Poplar St Stockton, CA 95203-2515",95203,5/29/2009,26800,9/10/2009,33.37,9/30/2009,30000
"2718 Louis Ct Stockton, CA 95203-1103",95203,1/4/2010,34500,4/13/2010,29.5,4/19/2010,30000
"740 N Yosemite St Stockton, CA 95203-2733",95203,9/13/2011,38900,12/28/2011,44.38,12/30/2011,30000
"2825 Raymond Dr Stockton, CA 95203",95203,2/3/2012,25000,2/20/2012,38.71,3/15/2012,30000
"1964 W Acacia St Stockton, CA 95203-1361",95203,7/2/2012,30000,7/6/2012,33.75,9/19/2012,30000
"1777 Palm Ave Stockton, CA 95205-3327",95205,7/16/2011,30900,9/16/2011,46.68,9/30/2011,30900
"2111 N Pershing Ave Stockton, CA 95204-6213",95204,4/7/2009,29900,5/5/2009,32.29,6/17/2009,31000
"1205 Perry Ave Stockton, CA 95203-1110",95203,9/20/2010,40700,10/15/2010,25.33,10/29/2010,31000
"2216 N Hunter St Stockton, CA 95204-5421",95204,6/13/2011,30600,6/17/2011,40.05,7/29/2011,31000
"2946 Peachtree Dr #2 Stockton, CA 95203-1017",95203,11/27/2012,28000,12/11/2012,36.9,1/10/2013,31000
"2931 Monte Diablo Ave #3 Stockton, CA 95203-1134",95203,1/10/2013,31900,2/25/2013,36.9,4/3/2013,31000
"437 E Cleveland St Stockton, CA 95204-5510",95204,3/31/2012,30498,4/24/2012,30.05,5/25/2012,31250
"2420 Oxford Way #24 Stockton, CA 95204-4045",95204,9/27/2010,30000,10/1/2010,36.47,10/12/2010,31400
"2435 W Acacia St Stockton, CA 95203-1905",95203,12/29/2008,39900,1/23/2009,36.25,2/27/2009,31500
"1171 N Airport Way Stockton, CA 95205-3619",95205,9/27/2010,24900,1/13/2012,23.26,3/19/2012,31500
"1847 W Mendocino Ave Stockton, CA 95204-2949",95204,4/13/2009,34900,4/14/2009,29.28,5/8/2009,32000
"2420 Oxford Way #23 Stockton, CA 95204-4061",95204,5/12/2009,32000,5/22/2009,37.17,6/10/2009,32000
"2552 W Acacia St Stockton, CA 95203-1908",95203,5/29/2009,28710,6/3/2009,39.85,6/29/2009,32000
"1103 UNIVERSITY Ave Stockton, CA 95205-3342",95205,8/2/2008,32950,8/20/2009,42.11,10/16/2009,32000
"610 N Pilgrim St Stockton, CA 95205-4432",95205,2/18/2011,44000,4/29/2011,35.16,4/29/2011,32000
"2212 Monte Diablo Ave Stockton, CA 95203-1229",95203,7/19/2010,39900,5/31/2011,29.01,6/29/2011,32000
"628 E Oak St Stockton, CA 95202-2227",95202,6/9/2011,53410,8/18/2011,19.94,9/2/2011,32000
"1024 N Pilgrim St Stockton, CA 95205-4113",95205,6/7/2011,39900,1/18/2012,27.07,1/31/2012,32000
"314 W Oak St Stockton, CA 95203-2813",95203,12/23/2011,29000,3/13/2012,32.03,3/28/2012,32000
"312 BLAIN Stockton, CA 95204",95204,3/6/2009,25000,3/10/2009,42.32,4/3/2009,32500
"635 N Pilgrim St Stockton, CA 95205-4431",95205,2/13/2010,39990,4/9/2010,45.65,4/30/2010,32500
"1527 Stanford Ave Stockton, CA 95205-3617",95205,10/22/2010,30600,11/9/2010,37.16,12/3/2010,33000
"2420 Oxford Way #40 Stockton, CA 95204-4062",95204,11/20/2012,32000,3/27/2013,38.33,4/23/2013,33000
"2421 Country Club Blvd #2 Stockton, CA 95204-4768",95204,4/24/2012,30000,5/7/2012,25.11,6/26/2012,33100
"3 W Maple St Stockton, CA 95204-5314",95204,1/20/2012,37500,2/29/2012,31.76,4/18/2012,33790
"2421 Country Club Blvd #13 Stockton, CA 95204-4768",95204,1/18/2010,32000,1/29/2010,25.8,3/3/2010,34000
"63 E Geary St Stockton, CA 95204-4538",95204,8/31/2011,34000,11/8/2011,40.24,12/9/2011,34000
"2947 Monte Diablo Ave #3 Stockton, CA 95203-1137",95203,1/4/2013,35000,5/17/2013,40.48,6/20/2013,34000
"1259 Pinetree #3 Stockton, CA 95203",95203,10/7/2013,38000,11/19/2013,40.48,12/4/2013,34000
"1316 Occidental Ave #3 Stockton, CA 95203-1027",95203,9/2/2013,27000,9/17/2013,40.48,12/18/2013,34000
"724 N Madison St Stockton, CA 95202-1635",95202,3/5/2010,49900,9/1/2010,27.62,9/14/2010,34250
"603 N Edison St Stockton, CA 95203-2347",95203,9/8/2008,33900,12/30/2008,38.42,1/14/2009,34500
"2411 W Acacia St Stockton, CA 95203-1905",95203,3/1/2010,56350,5/19/2010,40.49,6/7/2010,34500
"1245 E Poplar St Stockton, CA 95205-4165",95205,8/20/2009,37900,2/23/2010,27.18,3/9/2010,34650
"605 N Stockton St Stockton, CA 95203-2726",95203,3/11/2011,34900,9/8/2011,47.8,11/4/2011,34700
"1235 Kingsley Ave Stockton, CA 95203-1004",95203,8/23/2008,39000,9/9/2008,45.63,11/5/2008,35000
"2327 W Fremont St Stockton, CA 95203-1917",95203,8/5/2008,42900,11/11/2008,57.28,12/4/2008,35000
"814 E PARK St Stockton, CA 95202-2245",95202,9/11/2008,37900,11/25/2008,33.11,12/15/2008,35000
"1036 N Pilgrim St Stockton, CA 95205-4113",95205,2/24/2009,29900,3/2/2009,17.07,4/3/2009,35000
"1644 Stanford Ave Stockton, CA 95205-3335",95205,5/20/2009,29900,5/28/2009,33.69,6/18/2009,35000
"2855 Raymond Ave Stockton, CA 95203-1117",95203,3/4/2009,39900,5/6/2009,33.62,6/22/2009,35000
"2421 Country Club Blvd #35 Stockton, CA 95204-4727",95204,12/30/2009,35000,2/13/2010,26.56,3/15/2010,35000
"1770 Palm Ave Stockton, CA 95205-3328",95205,3/8/2010,39900,4/23/2010,35.07,5/12/2010,35000
"1205 Kingsley Ave Stockton, CA 95203-1004",95203,12/12/2010,30000,8/1/2011,42.58,8/19/2011,35000
"2923 Monte Diablo Ave #4 Stockton, CA 95203-1132",95203,6/18/2013,35000,6/21/2013,37.88,7/17/2013,35000
"1410 Occidental Ave #4 Stockton, CA 95203-1031",95203,7/7/2013,35000,10/23/2013,37.88,11/4/2013,35000
"1236 E Park St Stockton, CA 95205-4136",95205,6/22/2011,35100,7/29/2011,29.1,8/29/2011,35100
"111 W Park St Stockton, CA 95202-1933",95202,7/13/2012,27900,10/29/2012,21.71,11/15/2012,35299
"1033 W Flora St Stockton, CA 95203-2227",95203,6/23/2011,34950,9/6/2011,47.65,9/28/2011,35450
"728 E Oak St Stockton, CA 95202-2229",95202,9/22/2008,36000,10/27/2008,36.51,11/28/2008,36000
"1020 San Juan Ave Stockton, CA 95203-1447",95203,3/5/2009,36000,3/11/2009,40.36,3/30/2009,36000
"1226 N Airport Way Stockton, CA 95205-3621",95205,4/20/2009,39500,6/9/2009,37,7/7/2009,36000
"2166 De Ovan Ave Stockton, CA 95204-1604",95204,9/20/2011,55300,12/5/2011,39.65,1/19/2012,36000
"1245 Perry Ave Stockton, CA 95203-1110",95203,1/17/2012,39950,2/26/2012,36.47,5/16/2012,36000
"2421 Country Club Blvd #1 Stockton, CA 95204-4726",95204,6/28/2012,34900,7/5/2012,27.31,7/31/2012,36000
"1829 Berkeley Ave Stockton, CA 95205-3307",95205,9/2/2008,34900,12/23/2008,40.22,1/15/2009,36200
"1665 Stanford Ave Stockton, CA 95205-3334",95205,3/6/2009,38500,4/7/2009,37.67,5/8/2009,36500
"215 E Arcade St Stockton, CA 95204-3700",95204,7/18/2011,38500,11/21/2011,31.8,12/8/2011,36600
"1727 West Ln Stockton, CA 95205-3351",95205,1/4/2012,34700,1/11/2012,38.88,2/3/2012,36700
"1752 Marshall Ave Stockton, CA 95205-3323",95205,6/16/2008,39900,10/29/2008,40.75,11/21/2008,37000
"429 E Mariposa Ave Stockton, CA 95204-3744",95204,9/19/2008,48900,1/15/2009,40.09,3/11/2009,37000
"233 E Pine St Stockton, CA 95204-5427",95204,12/3/2008,44900,4/10/2009,35.17,4/30/2009,37000
"1769 Marshall Ave Stockton, CA 95205-3322",95205,2/2/2009,34900,3/23/2009,55.81,5/8/2009,37000
"2420 Oxford Way #38 Stockton, CA 95204-4062",95204,11/24/2009,34900,3/5/2010,28.07,4/1/2010,37000
"2130 Monte Diablo Ave Stockton, CA 95203-1227",95203,6/9/2011,39900,9/28/2011,47.44,10/13/2011,37000
"237 W Oak St Stockton, CA 95203-2810",95203,6/25/2012,39900,8/16/2012,23.86,9/14/2012,37000
"1203-#3 Pinetree Dr Stockton, CA 95203-1042",95203,10/12/2013,34900,10/24/2013,44.05,11/13/2013,37000
"3013 N California St Stockton, CA 95204-3742",95204,6/25/2012,40000,7/16/2012,36.43,8/2/2012,37199
"1059 W Harding Way Stockton, CA 95203-1718",95203,10/30/2008,49900,2/17/2009,29.67,2/27/2009,37500
"459 E Hampton St Stockton, CA 95204-5518",95204,9/2/2009,29900,9/10/2009,47.35,9/26/2009,37500
"2529 W Acacia St Stockton, CA 95203-1907",95203,11/23/2010,39900,1/5/2011,39.1,1/20/2011,37500
"2177 Telegraph Ave Stockton, CA 95204-1636",95204,1/15/2009,38000,1/19/2009,42.27,2/20/2009,38000
"1135 N Center St Stockton, CA 95202-1315",95202,8/11/2009,39500,8/17/2009,20.2,9/28/2009,38000
"1068 N Pilgrim St Stockton, CA 95205-4113",95205,5/18/2010,49900,7/1/2010,29.92,7/29/2010,38000
"1771 La Jolla Dr Stockton, CA 95204-1722",95204,8/30/2010,49900,11/22/2010,43.78,12/2/2010,38000
"2411 W Fremont St Stockton, CA 95203-1928",95203,4/21/2011,42900,7/1/2011,26.91,7/29/2011,38000
"1130 Park St Stockton, CA 95205-4134",95205,10/21/2011,37800,10/31/2011,42.27,12/15/2011,38000
"1343 Buena Vista Ave Stockton, CA 95203-1428",95203,11/19/2011,38000,12/1/2011,45.67,12/15/2011,38000
"319 E Mariposa Ave Stockton, CA 95204-3756",95204,1/23/2012,33900,2/13/2012,38.54,2/17/2012,38000
"1219 Pinetree Dr #2 Stockton, CA 95203",95203,7/2/2013,35000,7/11/2013,45.24,7/24/2013,38000
"1323 Pinetree Dr #4 Stockton, CA 95203-1052",95203,8/1/2013,43000,8/24/2013,41.13,9/25/2013,38000
"1252 Occidental Ave #2 Stockton, CA 95203-1024",95203,11/12/2013,38500,11/21/2013,45.83,11/25/2013,38500
"530 E Park St Stockton, CA 95202-2134",95202,8/16/2011,38900,9/2/2011,21.23,11/10/2011,38900
"1430 San Juan Ave, Stockton, CA 95203-1413",95203,3/27/2009,79000,6/10/2009,30.9,7/24/2009,39000
"224 W Poplar St Stockton, CA 95203-2515",95203,7/16/2009,42450,7/24/2009,31.66,8/25/2009,39000
"2421 Country Club Blvd #25 Stockton, CA 95204-4768",95204,9/15/2009,39995,10/2/2009,29.59,10/21/2009,39000
"1336 Carlton Ave Stockton, CA 95203-1308",95203,9/22/2011,41000,11/16/2011,27.52,12/13/2011,39000
"1204 Banner Ave Stockton, CA 95203-1102",95203,11/9/2011,39000,1/18/2012,36.52,2/7/2012,39000
"631 E Fremont St Stockton, CA 95202-2238",95202,8/24/2012,39000,8/31/2012,29.95,11/8/2012,39000
"2938 SHIMIZU Dr #4 Stockton, CA 95203",95203,9/13/2013,44000,10/31/2013,42.21,11/22/2013,39000
"37 E Wyandotte St Stockton, CA 95204-5815",95204,3/23/2009,37000,3/31/2009,53.7,5/1/2009,39200
"2865 W Rose St Stockton, CA 95203-1119",95203,8/4/2011,43500,10/13/2011,48.64,11/16/2011,39250
"435 E Ellis St Stockton, CA 95204-5514",95204,3/9/2012,47900,4/18/2012,38.61,5/21/2012,39500
"2916 N California St Stockton, CA 95204-3741",95204,3/17/2009,44800,3/27/2009,47.78,6/5/2009,39900
"610 W Oak St Stockton, CA 95203-2305",95203,3/11/2011,39900,3/19/2011,23.29,4/5/2011,39900
"1723 Del Rio Dr Stockton, CA 95204-1715",95204,1/9/2009,52000,5/8/2009,39.4,7/2/2009,39910
"417 E Pine St Stockton, CA 95204-5522",95204,11/3/2008,64000,1/8/2009,52.98,2/17/2009,40000
"2426 Lucerne Ave Stockton, CA 95203-1250",95203,12/26/2008,49900,1/10/2009,37.52,2/20/2009,40000
"416 E Hawthorne Ave Stockton, CA 95204-6011",95204,2/10/2009,40000,2/17/2009,59,3/6/2009,40000
"1822 Lucerne Ave Stockton, CA 95203-1440",95203,1/15/2009,51500,2/4/2009,34.42,3/11/2009,40000
"1304 Doray Ct Stockton, CA 95203",95203,8/27/2008,29900,3/16/2009,38.91,4/24/2009,40000
"2351 W Willow St Stockton, CA 95203-1221",95203,5/5/2009,41580,5/7/2009,43.76,5/28/2009,40000
"1728 Marshall Ave Stockton, CA 95205-3323",95205,3/20/2009,39900,3/27/2009,41.07,6/3/2009,40000
"1615 W Harding Way Stockton, CA 95203-1513",95203,9/15/2008,50000,4/14/2009,30.89,6/10/2009,40000
"230 W Oak St Stockton, CA 95203-2811",95203,4/2/2009,44900,5/11/2009,33.96,6/12/2009,40000
"1510 Wilshire Ave Stockton, CA 95203-1248",95203,3/18/2009,64900,7/23/2009,40.16,9/22/2009,40000
"1123 E Park St Stockton, CA 95205-4133",95205,5/28/2009,49900,9/23/2009,25.19,9/29/2009,40000
"842 Queen Stockton, CA 95203",95203,9/8/2009,42900,9/21/2009,47.06,10/19/2009,40000
"431 E Atlee St Stockton, CA 95204-2250",95204,10/8/2009,44900,10/14/2009,49.75,11/6/2009,40000
"1335 N Center St Stockton, CA 95202-1020",95202,11/3/2009,35900,3/26/2010,27.03,4/27/2010,40000
"915 Bryan Ave Stockton, CA 95205-3605",95205,12/2/2010,40000,2/9/2011,56.82,2/25/2011,40000
"1122 N Pilgrim St Stockton, CA 95205-3623",95205,11/3/2010,45500,2/24/2011,45.2,3/24/2011,40000
"2724 N El Dorado St Stockton, CA 95204-4510",95204,12/2/2010,40000,2/14/2011,61.73,4/5/2011,40000
"707 N Monroe St Stockton, CA 95203-2504",95203,1/21/2011,49900,3/21/2011,43.86,5/27/2011,40000
"1535 W Flora St Stockton, CA 95203-2011",95203,4/8/2011,40000,7/29/2011,53.69,8/3/2011,40000
"2884 Raymond Ave Stockton, CA 95203-1118",95203,3/1/2012,40000,4/10/2012,36.76,5/1/2012,40000
"2723 N California St Stockton, CA 95204-5528",95204,1/5/2012,40000,1/20/2012,38.57,6/13/2012,40000
"2420 Oxford Way #16 Stockton, CA 95204-4061",95204,2/11/2013,36000,3/15/2013,46.46,4/8/2013,40000
"1752 W Rose St Stockton, CA 95203-1526",95203,10/9/2012,50500,12/24/2012,26.46,4/19/2013,40000
"1418 Occidental Ave #3 Stockton, CA 95203-1032",95203,9/12/2013,39900,10/4/2013,47.62,10/31/2013,40000
"1407 W Bristol Ave Stockton, CA 95204-4201",95204,10/17/2008,54900,3/21/2009,31.94,4/23/2009,40500
