"Address","Address - Zip Code","Listing Date","Listing Price","Pending Date","Price Per Sq Ft","Selling Date","Selling Price"
"8181 French Camp Rd Manteca, CA 95336-9747","95336","09/07/10","210000","10/01/10","96.44","12/09/11","130000"
"3524 Sunny Rd Stockton, CA 95215","95215","07/02/13","132000","07/05/13","119.57","11/26/13","132000"
"4486 Marfargoa Rd Stockton, CA 95215-8214","95215","10/11/10","140900","12/04/10","71.20","12/28/10","135000"
"4237 Marfargoa Rd Stockton, CA 95215-8244","95215","08/01/11","139500","10/16/11","73.01","11/18/11","135000"
"4244 Marfargoa Rd, Stockton, CA 95215-8243","95215","07/01/16","144950","07/07/16","176.70","07/27/16","135000"
"4566 Carpenter Rd Stockton, CA 95215-8110","95215","10/08/10","129990","10/15/10","115.93","11/23/10","139000"
"7443 Newcastle Rd Stockton, CA 95215-9663","95215","05/02/08","280000","01/31/09","132.21","06/03/09","250000"
"3608 Sunny Rd Stockton, CA 95215-8303","95215","07/30/08","150000","12/05/08","129.35","01/30/09","145000"
"7667 Newcastle Rd Stockton, CA 95215-9663","95215","02/04/09","274900","06/15/09","95.06","07/06/09","310000"
"4321 Carpenter Rd Stockton, CA 95215-8108","95215","03/17/09","179900","06/17/09","121.15","06/30/09","185000"
"5857 E CARPENTER Rd Stockton, CA 95215-8129","95215","04/19/09","249950","05/06/09","209.94","07/08/09","262000"
"3851 E Marfargoa Dr Stockton, CA 95215","95215","10/12/09","205000","10/30/09","126.64","02/05/10","212000"
"3604 Munford Ave Stockton, CA 95215-8121","95215","12/07/09","155000","12/11/09","72.39","02/01/10","150000"
"3828 Carpenter Rd Stockton, CA 95215-8107","95215","12/27/09","179900","06/14/10","78.49","08/05/10","185000"
"3604 Munford Ave Stockton, CA 95215-8121","95215","03/12/10","309950","04/05/10","123.07","05/12/10","255000"
"5382 Arch Rd Stockton, CA 95215-8322","95215","04/19/10","260000","04/20/10","131.85","04/21/10","260000"
"3777 Carpenter Rd Stockton, CA 95215-8117","95215","07/13/10","254900","08/19/10","77.95","09/17/10","254900"
"4508 Carpenter Rd Stockton, CA 95215-8110","95215","07/13/10","195000","08/16/10","159.18","10/01/10","195000"
"3726 Arch Rd Stockton, CA 95215-8329","95215","08/30/10","149900","09/11/10","123.46","10/20/10","150000"
"7833 Newcastle Rd Stockton, CA 95215-9663","95215","10/20/10","218900","12/14/10","134.79","01/25/11","218900"
"3631 Carpenter Rd Stockton, CA 95215-8127","95215","12/13/10","153388","02/25/11","102.35","07/15/11","163450"
"4004 Carpenter Rd Stockton, CA 95215-8116","95215","01/01/11","260000","11/28/11","171.73","12/21/11","260000"
"3771 Sunny Rd Stockton, CA 95215-8304","95215","02/11/11","154900","05/18/11","87.76","07/05/11","170000"
"3515 E Sunny Rd Stockton, CA 95215-8302","95215","02/13/11","139900","05/01/11","98.68","06/28/11","150000"
"5382 Arch Rd Stockton, CA 95215-8322","95215","05/12/11","174900","08/27/11","78.60","09/16/11","155000"
"11492 S Austin Rd Manteca, CA 95336-9773","95336","06/20/11","165300","01/23/12","134.97","04/02/12","165199"
"4832 Arch Rd Stockton, CA 95215-8322","95215","07/08/11","175000","03/09/12","82.79","04/27/12","151500"
"4240 Carpenter Rd Stockton, CA 95215-8132","95215","12/13/11","265000","01/18/12","147.32","03/28/12","250000"
"4147 Marfargoa Rd Stockton, CA 95215-8244","95215","01/04/12","149000","01/13/12","121.53","03/27/12","140000"
"4140 Marfargoa Rd Stockton, CA 95215-8232","95215","01/27/12","149000","02/23/12","135.83","05/09/12","149000"
"4125 Clark Dr Stockton, CA 95215-8208","95215","11/05/12","127000","11/27/12","113.06","01/08/13","155000"
"4327 Marfargoa Rd Stockton, CA 95215-8213","95215","01/16/13","141900","01/25/13","138.89","03/25/13","175000"
"5536 Carpenter Rd Stockton, CA 95215-8153","95215","05/03/13","465000","08/15/13","188.04","09/30/13","432500"
"5440 Carpenter Rd Stockton, CA 95215-8152","95215","06/07/13","299950","07/15/13","171.73","07/22/13","305000"
"3608 Sunny Rd Stockton, CA 95215","95215","01/03/14","210000","01/08/14","169.49","02/21/14","190000"
"3912 Marfargoa Dr Stockton, CA 95215","95215","06/24/14","315000","08/28/14","153.96","10/29/14","305000"
"3619 Clark Dr, Stockton, CA 95215-8203","95215","07/01/14","195000","07/16/14","101.98","10/08/14","165000"
"3931 Carpenter Rd Stockton, CA 95215-8117","95215","08/21/14","300000","09/25/14","125.45","10/17/14","280000"
"5343 Carpenter Rd, Stockton, CA 95215-8156","95215","09/03/14","290000","04/08/15","166.28","05/22/15","290000"
"5323 Carpenter Rd Stockton, CA 95215-8156","95215","10/22/14","163900","10/31/14","230.26","12/12/14","175000"
"5636 Carpenter Stockton, CA 95215","95215","11/23/14","299900","01/23/15","202.98","01/30/15","300000"
"3727 Marfargoa Rd, Stockton, CA 95215-8211","95215","07/08/15","335000","08/02/15","250.00","09/29/15","310000"
"3703 Marfargoa, Stockton, CA 95215","95215","08/10/15","199950","08/29/15","156.49","10/09/15","205000"
"4463 E Marfargoa Dr, Stockton, CA 95220","95220","09/06/15","425000","09/24/15","190.00","11/24/15","342000"
"5616 CARPENTER Rd, Stockton, CA 95215-8103","95215","10/30/15","214995","11/05/15","202.89","12/31/15","225000"
"4540 Carpenter Rd, Stockton, CA 95215-8110","95215","03/06/16","199000","03/24/16","239.18","04/27/16","199000"
"4140 Marfargoa, Stockton, CA 95215","95215","05/24/16","325000","05/26/16","296.26","07/28/16","325000"
