"Address","Address - Zip Code","Listing Date","Listing Price","Pending Date","Price Per Sq Ft","Selling Date","Selling Price"
"6536 Embarcadero Dr #4 Stockton, CA 95219-3350","95219","09/14/09","51000","09/22/10","77.51","10/22/10","51000"
"8667 Mariners Dr #63 Stockton, CA 95219-4512","95219","12/18/11","51000","02/20/12","56.79","03/15/12","51000"
"8667 Mariners Dr #81 Stockton, CA 95219-4514","95219","12/12/11","51900","01/10/12","63.68","01/30/12","51900"
"6612 Embarcadero Dr #11 Stockton, CA 95219-3347","95219","05/10/11","59000","02/27/12","50.39","04/04/12","52000"
"8667 Mariners Dr #22 Stockton, CA 95219-4510","95219","04/13/11","49500","06/14/11","63.93","08/12/11","52100"
"6808 Cumberland Pl Stockton, CA 95219","95219","01/24/13","62900","02/27/13","55.91","03/28/13","52500"
"6852 Butler Ct Stockton, CA 95219-3511","95219","05/07/10","63000","07/02/10","58.82","09/09/10","53000"
"8667 Mariners Dr #50 Stockton, CA 95219-4512","95219","10/24/12","48500","11/16/12","65.03","01/16/13","53001"
"8667 Mariners Dr #67 Stockton, CA 95219-4513","95219","07/22/11","49500","01/19/12","59.58","03/02/12","53500"
"8667 Mariners Dr #79 Stockton, CA 95219-4513","95219","04/09/12","54000","04/27/12","66.26","03/15/13","54000"
"3243 Mill Springs Dr Stockton, CA 95219-3119","95219","06/24/12","52000","07/03/12","60.11","08/20/12","54159"
"6914 Allegheny Stockton, CA 95219","95219","08/30/13","50000","11/22/13","55.06","12/13/13","55000"
"3512 W Benjamin Holt Dr Stockton, CA 95219-3402","95219","07/30/11","40000","11/15/11","61.02","03/06/12","56500"
"6831 Shiloh Ct Stockton, CA 95219-3518","95219","12/03/09","55900","12/11/09","63.93","12/29/09","57600"
"7426 Lighthouse Dr Stockton, CA 95219-4515","95219","02/22/10","62000","07/01/10","66.59","07/19/10","59000"
"6836 Butler Ct Stockton, CA 95219-3511","95219","09/01/10","60000","01/20/11","65.48","02/04/11","59000"
"8667 Mariners Dr #4 Stockton, CA 95219-4501","95219","04/26/10","57500","02/14/11","65.70","02/15/11","59000"
"6830 Mill Springs Ct Stockton, CA 95219-3224","95219","02/19/11","59000","02/23/11","61.27","03/11/11","59000"
"6506 Embarcadero Dr #1 Stockton, CA 95219-3300","95219","10/02/12","53100","11/07/12","57.06","01/22/13","59000"
"6806 Wilderness Ct Stockton, CA 95219-3232","95219","06/23/10","65000","07/02/10","62.31","08/11/10","60000"
"6870 Allegheny Ct Stockton, CA 95219-3509","95219","08/30/11","60000","11/23/11","60.06","12/01/11","60000"
"6869 Sumter Quay Cir Stockton, CA 95219-3148","95219","08/15/11","60000","10/20/11","66.59","12/02/11","60000"
"6952 Allegheny Pl Stockton, CA 95219-3107","95219","01/10/12","65900","02/07/12","62.31","02/23/12","60000"
"6844 Butler Ct Stockton, CA 95219-3511","95219","02/24/10","64900","03/08/10","68.81","03/31/10","62000"
"3702 W Ben Holt 6 Dr Stockton, CA 95219","95219","09/24/10","61800","10/22/10","94.22","11/10/10","62000"
"8667 Mariners Dr #3 Stockton, CA 95219-4501","95219","04/13/11","57900","04/21/11","69.04","05/18/11","62000"
"3106 Potomac Way Stockton, CA 95219-3122","95219","10/28/11","71900","02/03/12","40.92","02/24/12","62000"
"3643 Appleton Way Stockton, CA 95219-3650","95219","03/05/13","62900","04/11/13","68.97","05/10/13","62900"
"6832 Allegheny Ct Stockton, CA 95219-3509","95219","10/01/08","99900","10/07/08","46.91","11/06/08","63000"
"3722 W Ben Holt 7 Dr Stockton, CA 95219","95219","09/23/09","64950","12/29/09","95.74","03/15/10","63000"
"8667 Mariners Dr #10 Stockton, CA 95219-4501","95219","12/20/10","58000","04/21/11","70.16","05/12/11","63000"
"6822 Mill Springs Ct Stockton, CA 95219-3224","95219","09/14/11","66000","10/08/11","46.49","11/02/11","63000"
"8667 Mariners Dr #9 Stockton, CA 95219-4501","95219","06/12/13","64900","08/09/13","70.27","08/23/13","63100"
"6820 Allegheny Ct Stockton, CA 95219-3509","95219","02/16/12","76900","04/09/12","47.28","04/25/12","63500"
"3549 Appleton Way Stockton, CA 95219-3648","95219","11/06/12","62500","11/19/12","66.84","12/12/12","63500"
"6821 Allegheny Ct Stockton, CA 95219-3508","95219","08/25/09","69900","08/31/09","44.23","09/28/09","64000"
"8667 Mariners Dr #80 Stockton, CA 95219","95219","10/29/13","64500","11/06/13","92.89","11/18/13","64000"
"6536 Embarcadero Dr #18, Stockton, CA 95219-3349","95219","10/09/14","69900","05/12/15","97.26","05/29/15","64000"
"6813 Mill Springs Ct Stockton, CA 95219-3223","95219","12/28/11","64900","03/15/12","44.06","03/30/12","64900"
"3722 W Benjamin Holt Dr #12 Stockton, CA 95219-3338","95219","03/14/11","69900","04/20/11","64.94","06/10/11","65000"
"6817 Herndon Pl Stockton, CA 95219-3516","95219","07/31/11","70000","08/16/11","72.14","12/16/11","65000"
"6834 Mill Springs Ct Stockton, CA 95219-3224","95219","11/19/11","70900","12/22/11","47.97","03/09/12","65000"
"3720 W Benjamin Holt Dr #11 Stockton, CA 95219-3363","95219","01/06/12","68900","06/26/12","64.94","08/09/12","65000"
"3720 W Benjamin Holt Dr #10 Stockton, CA 95219","95219","01/25/13","64950","03/22/13","64.94","04/19/13","65000"
"6506 Embarcadero Dr #8 Stockton, CA 95219-3386","95219","08/02/12","65000","01/03/13","62.98","04/26/13","65000"
"3770 W Ben Holt Dr #14 Stockton, CA 95219","95219","01/25/13","65000","04/17/13","62.98","05/02/13","65000"
"3770 W Benjamin Holt Dr #10 Stockton, CA 95219-5109","95219","10/18/13","65000","06/03/14","64.94","06/18/14","65000"
"6934 Allegheny Pl Stockton, CA 95219-3107","95219","07/20/13","65000","09/11/13","68.07","10/30/13","65555"
"3436 W Benjamin Holt Dr Stockton, CA 95219-3507","95219","09/08/12","55000","09/18/12","54.60","10/31/12","66500"
"6956 Allegheny Pl Stockton, CA 95219-3107","95219","04/20/13","65500","08/14/13","52.16","10/09/13","66500"
"8667 Mariners Dr #49 Stockton, CA 95219-4509","95219","12/22/12","72500","01/25/13","71.49","03/21/13","66555"
"6536 Embarcadero Dr #20 Stockton, CA 95219","95219","10/20/08","70000","05/12/09","101.82","06/23/09","67000"
"6820 Shiloh Ct Stockton, CA 95219-3519","95219","03/01/11","69950","03/22/11","74.36","04/11/11","67000"
"6816 Gordon Ct Stockton, CA 95219-3513","95219","06/14/11","73000","06/28/11","62.44","07/07/11","67000"
"6824 Gordon Ct Stockton, CA 95219-3513","95219","10/13/11","69900","11/03/11","74.36","12/22/11","67000"
"3790 W Benjamin Holt Dr #8 Stockton, CA 95219","95219","07/29/08","69900","12/09/08","103.34","12/11/08","68000"
"6833 Allegheny Ct Stockton, CA 95219-3508","95219","10/22/12","69950","10/29/12","74.07","01/02/13","68000"
"6823 Wilderness Ct Stockton, CA 95219-3231","95219","03/21/13","68500","03/25/13","71.13","12/06/13","68500"
"6821 Herndon Pl Stockton, CA 95219-3516","95219","09/11/12","85000","11/14/12","58.16","01/28/13","69500"
"8667 Mariners Dr #44 Stockton, CA 95219-4511","95219","07/22/13","70000","08/01/13","85.28","08/16/13","69500"
"6829 Stonewall Ct Stockton, CA 95219-3229","95219","07/15/09","69900","07/28/09","72.59","08/28/09","69900"
"8667 Mariners Dr #61 Stockton, CA 95219-4512","95219","12/02/09","59900","01/19/10","85.77","04/08/10","69900"
"6506 Embarcadero Dr #4 Stockton, CA 95219-3353","95219","03/14/11","72900","03/25/11","67.73","04/01/11","69900"
"3702 W Benjamin Holt Dr #18 Stockton, CA 95219-5109","95219","05/20/14","69950","06/18/14","106.31","07/22/14","69950"
"3660 W Benjamin Holt Dr #7 Stockton, CA 95219-3385","95219","12/23/08","79900","03/05/09","106.38","04/21/09","70000"
"6818 Herndon Pl Stockton, CA 95219-3517","95219","09/03/09","69900","09/16/09","77.69","11/01/09","70000"
"6820 Stonewall Ct Stockton, CA 95219-3230","95219","11/03/10","74000","11/12/10","72.69","12/23/10","70000"
"3629 Appleton Way Stockton, CA 95219-3650","95219","12/09/10","69900","01/20/11","78.48","02/10/11","70000"
"5833 Morgan Pl #64 Stockton, CA 95219-4623","95219","11/29/11","75000","01/02/12","69.38","01/09/12","70000"
"3444 W Benjamin Holt Dr Stockton, CA 95219-3507","95219","03/12/12","70000","03/27/12","57.52","05/08/12","70000"
"6518 Embarcadero Dr #15 Stockton, CA 95219-3352","95219","12/06/12","70000","12/17/12","67.83","02/21/13","70000"
"6877 Sumter Quay Cir Stockton, CA 95219-3148","95219","10/23/12","79000","05/01/13","49.72","05/17/13","70000"
"3790 W Ben Holt  #6 Dr, Stockton, CA 95219","95219","02/05/15","67900","06/18/15","106.38","06/30/15","70000"
"6948 Allegheny Pl Stockton, CA 95219-3107","95219","08/02/13","65000","08/21/13","72.79","10/21/13","70101"
"6813 Stonewall Ct Stockton, CA 95219-3229","95219","01/12/10","67900","01/27/10","73.21","02/19/10","70500"
"6853 Allegheny Ct Stockton, CA 95219-3508","95219","10/29/08","68900","02/28/09","78.80","04/24/09","71000"
"6920 Sumter Quay Cir Stockton, CA 95219-3101","95219","03/02/11","69900","04/22/11","50.43","05/26/11","71000"
"6889 Annapolis Quay Cir Stockton, CA 95219-3108","95219","07/21/11","71000","07/22/11","50.43","10/14/11","71000"
"3545 Appleton Way Stockton, CA 95219-3648","95219","03/21/12","69900","05/02/12","58.34","05/21/12","71000"
"8667 Mariners Dr #87 Stockton, CA 95219-4514","95219","04/25/09","68000","08/26/09","85.89","01/20/10","70000"
"8667 Mariners Dr #84 Stockton, CA 95219-4514","95219","01/21/09","66000","01/31/09","85.89","02/25/09","70000"
"8667 Mariners Dr #57 Stockton, CA 95219-4512","95219","04/25/08","74900","10/01/08","104.50","11/26/08","72000"
"3770 W BEN HOLT DRIVE #7, Stockton, CA 95219","95219","03/16/15","75000","05/25/15","110.94","09/21/15","73000"
"6958 Allegheny Pl Stockton, CA 95219-3107","95219","02/17/12","69900","04/23/12","54.82","05/25/12","69900"
"8667 Mariners Dr #41 Stockton, CA 95219-4511","95219","06/02/08","74900","10/26/08","90.80","11/20/08","74000"
"6744 Cumberland Pl Stockton, CA 95219-3628","95219","01/10/11","79560","01/26/11","83.80","03/03/11","74750"
"6845 Gordon Ct Stockton, CA 95219-3512","95219","02/04/08","129900","12/17/08","55.85","01/13/09","75000"
"8667 Mariners Dr #44 Stockton, CA 95219-4511","95219","09/18/08","68875","09/29/08","84.51","11/06/08","68875"
"6518 Embarcadero Dr #13 Stockton, CA 95219-3388","95219","06/10/09","74900","07/15/09","64.92","08/07/09","67000"
"3534 W Benjamin Holt Dr Stockton, CA 95219-3402","95219","12/15/09","69900","12/31/09","61.63","01/15/10","75000"
"6910 Sumter Quay Cir Stockton, CA 95219-3151","95219","10/23/10","79900","01/07/11","62.29","02/01/11","75000"
"3720 W Ben Holt Dr #16 Stockton, CA 95219","95219","12/01/10","84900","01/14/11","72.67","02/17/11","75000"
"6889 Sumter Quay Cir Stockton, CA 95219-3148","95219","06/16/11","90000","07/26/11","53.27","08/23/11","75000"
"7009 Yorktown Ct Stockton, CA 95219-3155","95219","02/03/12","63900","02/16/12","70.49","03/21/12","75000"
"6918 Annapolis Quay Cir Stockton, CA 95219-3111","95219","08/21/12","75000","08/21/12","58.32","10/05/12","75000"
"6960 Allegheny Pl Stockton, CA 95219-3107","95219","09/03/12","65000","09/11/12","78.37","11/30/12","75000"
"6938 Allegheny Pl Stockton, CA 95219-3107","95219","06/10/13","75000","08/27/13","77.88","10/04/13","75000"
"6825 Allegheny Ct Stockton, CA 95219-3508","95219","03/03/09","65900","05/26/09","73.14","07/30/09","65900"
"6840 Stonewall Ct Stockton, CA 95219-3230","95219","10/27/09","74900","11/06/09","78.40","11/23/09","75500"
"6959 Shiloh Pl Stockton, CA 95219-3139","95219","09/29/11","75500","10/03/11","57.11","12/01/11","75500"
"6866 Allegheny Ct Stockton, CA 95219-3509","95219","10/04/12","65000","01/25/13","65.07","02/11/13","65000"
"6814 Herndon Pl Stockton, CA 95219-3517","95219","05/02/12","65000","06/11/12","72.14","06/27/12","65000"
"3536 W Benjamin Holt Dr Stockton, CA 95219-3402","95219","03/04/11","74900","03/22/11","62.45","04/20/11","76000"
"3625 Appleton Way Stockton, CA 95219-3650","95219","02/04/12","83000","05/11/12","71.70","05/30/12","76000"
"3452 W Benjamin Holt Dr Stockton, CA 95219-3507","95219","06/24/11","82840","08/17/11","54.22","08/30/11","76500"
"3702 W Benjamin Holt 13 Dr Stockton, CA 95219","95219","02/14/14","79950","09/10/14","117.02","09/29/14","77000"
"5815 Morgan Pl #18 Stockton, CA 95219-4611","95219","03/18/11","125910","06/01/11","77.01","06/20/11","77700"
"6628 Embarcadero Dr Stockton, CA 95219-3330","95219","04/15/11","84900","06/07/11","54.55","07/18/11","77900"
"8667 Mariners Dr #29 Stockton, CA 95219-4510","95219","04/16/09","64900","06/01/09","94.19","07/31/09","64900"
"6812 Cumberland Pl Stockton, CA 95219-3239","95219","07/06/12","65900","08/02/12","68.93","10/05/12","63900"
"8667 Mariners Dr #14 Stockton, CA 95219-4501","95219","02/02/10","73000","03/09/10","86.86","04/12/10","78000"
"3528 W Benjamin Holt Dr Stockton, CA 95219-3402","95219","02/25/10","74699","04/01/10","88.24","06/30/10","78000"
"6728 Cumberland Pl Stockton, CA 95219-3628","95219","05/31/12","82500","06/03/12","73.58","06/15/12","78000"
"3516 W Benjamin Holt Dr Stockton, CA 95219-3402","95219","02/25/13","73000","03/21/13","64.09","04/12/13","78000"
"6823 Butler Ct Stockton, CA 95219-3510","95219","01/18/13","78600","02/04/13","87.24","02/22/13","78600"
"8667 Mariners Dr #83 Stockton, CA 95219-4509","95219","04/08/09","64900","05/13/09","77.30","06/24/09","63000"
"3219 Mill Springs Dr Stockton, CA 95219-3119","95219","10/14/10","78900","10/20/10","61.34","11/17/10","79000"
"6839 Shiloh Ct Stockton, CA 95219-3518","95219","04/09/12","79000","06/19/12","66.11","08/10/12","79000"
"3790 W Benjamin Holt Dr #16 Stockton, CA 95219","95219","04/23/13","79900","05/06/13","76.55","05/17/13","79000"
"3660 W Benjamin Holt Dr #4, Stockton, CA 95219-3384","95219","02/07/16","85000","03/21/16","120.82","04/28/16","79500"
"6610 Embarcadero Dr #8 Stockton, CA 95219","95219","05/31/13","79900","06/14/13","77.42","08/10/13","79900"
"8667 Mariners Dr #38 Stockton, CA 95219-4511","95219","02/20/10","79950","02/23/10","98.10","05/28/10","79950"
"8667 Mariners Dr #72 Stockton, CA 95219-4513","95219","08/14/08","91500","12/10/08","89.09","03/20/09","80000"
"6824 Shiloh Ct Stockton, CA 95219-3519","95219","09/15/09","79950","09/18/09","88.79","10/30/09","80000"
"3532 W Benjamin Holt Dr Stockton, CA 95219-3402","95219","01/14/10","81400","01/29/10","88.69","03/04/10","80000"
"5833 Morgan Pl #46 Stockton, CA 95219-4631","95219","10/07/11","98900","10/31/11","79.29","11/22/11","80000"
"6634 Embarcadero Dr Stockton, CA 95219-3330","95219","05/04/12","75900","05/08/12","56.10","10/22/12","80000"
"6930 Sumter Quay Cir Stockton, CA 95219-3101","95219","12/04/12","80000","12/14/12","65.57","02/12/13","80000"
"8667 Mariners Dr #3, Stockton, CA 95219-4501","95219","10/25/11","82000","01/31/13","89.09","03/29/13","80000"
"6823 Shiloh Ct. Stockton, CA 95219-3518","95219","04/19/13","67500","06/18/13","88.79","08/14/13","80000"
"8667 Mariners Dr #16 Stockton, CA 95219-4501","95219","05/12/14","80000","05/23/14","98.16","08/20/14","80000"
"3702 W Ben Holt 7 Dr, Stockton, CA 95219","95219","05/06/15","86500","05/30/15","121.58","06/19/15","80000"
"6862 Allegheny Ct Stockton, CA 95219","95219","03/18/10","89900","04/28/10","59.94","05/14/10","80500"
"3790 W Benjamin Holt Dr #17 Stockton, CA 95206","95206","12/30/09","86240","03/11/10","82.65","03/26/10","80834"
"3722 W Benjamin Holt Dr #5, Stockton, CA 95219-3364","95219","06/02/16","92500","07/29/16","123.10","11/07/16","81000"
"6822 Cumberland Pl Stockton, CA 95219-3239","95219","03/03/13","71400","03/15/13","65.06","04/04/13","81002"
"6816 Stonewall Ct Stockton, CA 95219-3230","95219","01/08/11","62500","02/07/11","64.90","02/28/11","62500"
"3110 Potomac Way Stockton, CA 95219-3122","95219","02/05/11","82500","02/12/11","64.31","06/03/11","82000"
"3211 Mill Springs Dr Stockton, CA 95219-3119","95219","04/26/12","77900","05/09/12","63.66","06/28/12","82000"
"6840 Shiloh Ct Stockton, CA 95219-3519","95219","05/10/13","85000","08/30/13","91.68","09/26/13","82600"
"6518 Embarcadero Dr #14 Stockton, CA 95219-3352","95219","03/27/11","80000","04/01/11","80.43","05/05/11","83000"
"6812 Shiloh Ct Stockton, CA 95219-3223","95219","12/08/11","84500","12/13/11","69.54","01/05/12","83100"
"6417 Embarcadero Dr Stockton, CA 95219-3851","95219","06/18/10","83500","08/23/10","62.97","09/21/10","83500"
"6853 Gordon Ct Stockton, CA 95219-3512","95219","12/29/12","84950","01/08/13","93.17","01/17/13","83950"
"6610 Embarcadero Dr #8 Stockton, CA 95219-3348","95219","03/06/09","86600","04/06/09","81.64","05/08/09","84250"
"6919 Annapolis Quay Cir #Ci Stockton, CA 95219-3110","95219","08/21/09","75000","08/31/09","65.99","10/26/09","85000"
"6912 Sumter Quay Cir Stockton, CA 95219-3151","95219","07/07/09","59900","08/28/09","50.21","10/01/09","60000"
"6453 Embarcadero Dr Stockton, CA 95219-3852","95219","11/06/09","85000","05/21/10","61.82","05/27/10","85000"
"3722 W Benjamin Holt Dr #8 Stockton, CA 95219","95219","02/24/09","64900","08/14/09","91.19","09/22/09","60000"
"6920 Allegheny Pl Stockton, CA 95219-3508","95219","01/22/10","95000","06/16/10","62.73","07/30/10","85000"
"3790 W Benjamin Holt Dr #12 Stockton, CA 95219-3344","95219","03/07/11","92000","03/24/11","82.36","05/11/11","85000"
"3223 Mill Springs Dr Stockton, CA 95219-3119","95219","05/04/11","79900","05/17/11","65.99","06/29/11","85000"
"3626 Mills Springs Dr Stockton, CA 95207","95207","01/07/11","94900","09/30/11","60.28","10/21/11","85000"
"6520 Embarcadero Dr #19 Stockton, CA 95219-3351","95219","09/16/11","85000","10/11/11","82.36","11/10/11","85000"
"6640 Embarcadero Dr Stockton, CA 95219-3330","95219","02/04/12","85000","05/30/12","59.52","08/10/12","85000"
"2930 Driftwood Pl #37 Stockton, CA 95219-8026","95219","03/30/12","79000","09/06/12","60.07","12/04/12","85000"
"7235 Lighthouse Dr Stockton, CA 95219-4516","95219","02/08/12","85000","02/01/13","94.24","03/01/13","85000"
"6804 Cumberland Pl Stockton, CA 95219-3239","95219","01/04/13","89900","04/02/13","56.07","05/31/13","85000"
"6849 Gordon Ct Stockton, CA 95219-3512","95219","04/08/09","59900","07/13/09","63.26","07/27/09","57000"
"6536 Embarcadero Dr #11 Stockton, CA 95219-3349","95219","03/14/14","85900","04/07/14","130.55","05/15/14","85900"
"3660 W Benjamin Holt Dr #5 Stockton, CA 95219-3384","95219","07/11/14","85000","07/23/14","130.70","08/08/14","86000"
"6953 Shiloh Pl Stockton, CA 95219-3139","95219","11/23/09","89900","11/23/09","65.81","01/12/10","87000"
"7342 Lighthouse Dr Stockton, CA 95219-4560","95219","01/09/13","94500","01/15/13","98.19","01/30/13","87000"
"6944 Allegheny Pl Stockton, CA 95219-3107","95219","03/27/09","55259","04/11/09","41.33","04/30/09","56000"
"6610 Embarcadero Dr #2 Stockton, CA 95219-3348","95219","11/12/10","89900","11/23/10","85.27","12/30/10","88000"
"2930 Driftwood Pl #C-14 Stockton, CA 95219-8024","95219","02/14/11","91900","06/22/11","63.77","06/30/11","88000"
"6800 Cumberland Pl Stockton, CA 95219-3239","95219","11/06/10","88000","06/11/11","62.46","07/18/11","88000"
"6813 Mill Springs Ct Ct Stockton, CA 95219-3223","95219","02/11/13","87000","03/19/13","59.74","04/04/13","88000"
"3311 Mill Springs Stockton, CA 95219","95219","05/28/13","87500","06/05/13","73.09","08/09/13","88000"
"3722 W Benjamin Holt Dr #15, Stockton, CA 95219-3338","95219","11/18/14","89000","03/06/15","89.98","05/29/15","88000"
"6730 Cumberland Pl Stockton, CA 95219-3628","95219","03/16/10","87250","04/02/10","83.96","06/01/10","89000"
"6809 Stonewall Ct Stockton, CA 95219-3229","95219","08/31/13","85000","09/13/13","65.68","10/25/13","89000"
"3722 W Benjamin Holt Dr #3, Stockton, CA 95219-3339","95219","09/19/16","89000","09/19/16","135.26","10/14/16","89000"
"6835 SHILOH Ct Stockton, CA 95219-3518","95219","02/22/13","99900","03/18/13","99.06","04/30/13","89250"
"3770 W Benjamin Holt Dr #2, Stockton, CA 95219-3343","95219","03/10/15","89800","05/26/15","136.47","06/11/15","89800"
"6820 Shiloh Ct, Stockton, CA 95219-3519","95219","10/17/08","84900","11/06/08","99.78","01/02/09","89900"
"6828 Allegheny Ct, Stockton, CA 95219-3509","95219","01/05/09","97000","01/08/09","99.67","01/30/09","90000"
"8667 Mariners Dr #24, Stockton, CA 95219-4510","95219","11/14/12","52900","11/27/12","67.73","12/13/12","55200"
"6822 Wilderness Ct Stockton, CA 95219-3232","95219","06/12/09","55000","06/16/09","55.72","08/21/09","55000"
"3541 Appleton Way Stockton, CA 95219-3648","95219","12/22/08","80000","04/13/09","97.19","05/26/09","90000"
"6441 Embarcadero Dr Stockton, CA 95219-3800","95219","08/10/09","117000","08/17/09","82.19","09/30/09","90000"
"6824 Shiloh Ct Stockton, CA 95219-3519","95219","07/21/09","58000","07/21/09","57.71","09/11/09","52000"
"6485 Embarcadero Dr Stockton, CA 95219-3855","95219","11/16/10","99000","11/24/10","82.19","12/31/10","90000"
"6884 Annapolis Quay Cir Stockton, CA 95219-3109","95219","09/12/11","93500","09/27/11","64.06","10/14/11","90000"
"3389 Willowbrook Cir Stockton, CA 95219-1714","95219","02/03/11","165000","11/30/11","58.10","12/09/11","90000"
"6844 Allegheny Ct Stockton, CA 95219-3509","95219","07/18/12","95000","08/02/12","67.01","08/22/12","90000"
"3432 W Benjamin Holt Dr Stockton, CA 95219-3507","95219","06/11/12","89950","06/13/12","52.45","09/28/12","90000"
"6912 Allegheny Pl Stockton, CA 95219-3107","95219","02/23/09","69999","03/02/09","38.39","04/03/09","51600"
"6907 Shiloh Pl Stockton, CA 95219-3139","95219","10/25/10","91000","02/03/11","64.63","02/10/11","91000"
"3702 W Benjamin Holt Dr #7 Stockton, CA 95219","95219","01/09/09","49900","07/14/09","74.47","08/31/09","49000"
"6437 Embarcadero Dr Stockton, CA 95219-3800","95219","01/19/10","95900","04/16/10","66.91","05/17/10","92000"
"3442 W Benjamin Holt Dr Stockton, CA 95219-3507","95219","09/03/10","89950","05/03/11","75.60","05/19/11","92000"
"2930 Driftwood Pl #41 Stockton, CA 95219-8026","95219","06/27/11","92999","01/26/12","65.37","02/08/12","92500"
"3770 W Ben Holt 10 Dr #10 Stockton, CA 95129-3342","95129","08/01/14","99000","10/21/14","93.91","11/14/14","94000"
"3660 W Ben Holt 9 Dr #9 Stockton, CA 95219","95219","11/11/12","36300","11/20/12","55.17","12/28/12","36300"
"6806 Cumberland Pl Stockton, CA 95219-3239","95219","04/20/09","86000","06/17/09","62.66","08/10/09","95000"
"3438 W Benjamin Holt Dr Stockton, CA 95219-3507","95219","10/01/09","93000","10/14/09","67.47","12/21/09","95000"
"6087 Carolina Cir Stockton, CA 95219-3971","95219","11/11/09","99900","11/18/09","80.17","12/31/09","95000"
"2930 Driftwood #V90 Stockton, CA 95219","95219","12/01/10","95000","04/08/11","70.06","05/17/11","95000"
"2930 Driftwood Pl #74 Stockton, CA 95219-8027","95219","07/28/11","95000","11/30/11","69.09","01/04/12","95000"
"5833 Morgan Pl #42 Stockton, CA 95219-4631","95219","03/30/11","105000","11/18/11","94.15","01/19/12","95000"
"6518 Embarcadero #16 Dr Stockton, CA 95219","95219","12/16/13","95000","12/19/13","92.05","03/20/14","95000"
"6862 Allegheny Ct Stockton, CA 95219-3509","95219","09/25/12","94500","10/10/12","71.48","11/16/12","96000"
"7145 Lighthouse Dr Stockton, CA 95219-4518","95219","11/07/11","100000","02/02/12","78.97","02/17/12","96500"
"6610 Embarcadero Dr #6 Stockton, CA 95219-3348","95219","11/14/08","99900","01/21/09","94.48","03/25/09","97500"
"3108 Five Mile Dr Stockton, CA 95219-3113","95219","10/29/09","125000","01/25/10","80.00","02/12/10","98000"
"6518 Embarcadero Dr #13 Stockton, CA 95219-3352","95219","10/07/09","104950","02/05/10","94.96","03/31/10","98000"
"6225 Grigsby Pl Stockton, CA 95219-3964","95219","11/04/10","105900","12/07/10","70.71","12/30/10","98000"
"6445 EMBARCADERO Dr Stockton, CA 95219-3800","95219","11/21/11","98500","12/02/11","91.63","12/22/11","98500"
