Address,Address - Zip Code,Listing Date,Listing Price,Pending Date,Price Per Sq Ft,Selling Date,Selling Price
"1435 S Stanislaus St Stockton, CA 95206-2112",95206,10/6/2011,25500,10/28/2011,25.16,11/14/2011,24000
"514 S Stanislaus St Stockton, CA 95203-3718",95203,12/6/2010,10300,12/29/2011,28.29,2/6/2012,20000
"1626 Spring St Stockton, CA 95206-2317",95206,2/26/2012,27900,5/24/2012,20.28,6/8/2012,20000
"902 Burkett Ave Stockton, CA 95205-7223",95205,4/6/2009,19900,4/13/2009,21.28,6/5/2009,21000
"1915 E 12th St Stockton, CA 95206-3534",95206,1/20/2009,35500,5/27/2009,15.17,6/8/2009,21000
"215 Delhi St Stockton, CA 95206-2627",95206,10/29/2008,21900,11/4/2008,31.41,11/21/2008,21200
"1626 Spring St Stockton, CA 95206-2317",95206,10/22/2008,25500,2/5/2009,16.93,2/26/2009,21350
"17 W 6th St Stockton, CA 95206-2606",95206,5/21/2009,24900,6/2/2009,30.56,7/7/2009,22000
"136 W Worth St Stockton, CA 95206-1274",95206,1/14/2010,24900,1/19/2010,27.26,2/23/2010,22000
"1127 W Sonora St Stockton, CA 95203-3259",95203,10/6/2010,35000,10/21/2010,27.50,10/27/2010,22000
"405 W Jackson St Stockton, CA 95206-1739",95206,1/23/2009,25000,2/5/2009,46.11,3/4/2009,22500
"1818 Clover Ln Stockton, CA 95206-3543",95206,2/9/2009,39000,3/5/2009,17.66,3/17/2009,22500
"345 Kolher St Stockton, CA 95206-1951",95206,2/23/2010,22900,3/10/2010,24.60,4/15/2010,23000
"838 Burkett Ave Stockton, CA 95205-7119",95205,2/11/2011,24999,3/11/2011,37.28,3/18/2011,23000
"451 W 6th St Stockton, CA 95206-2519",95206,8/9/2011,22000,8/18/2011,37.70,9/21/2011,23000
"1617 E 7th St Stockton, CA 95206-2336",95206,6/5/2011,39999,7/4/2011,18.24,10/26/2011,23000
"2944 Fairmont Ave Stockton, CA 95206-3454",95206,6/13/2011,20000,6/30/2011,28.64,7/21/2011,23600
"2017 E Scotts Ave Stockton, CA 95205-6344",95205,2/18/2009,29900,3/1/2009,23.90,4/22/2009,24000
"215 Mosswood Ave Stockton, CA 95206-3131",95206,11/7/2008,62000,11/12/2008,16.85,4/23/2009,24000
"2111 E 9th St Stockton, CA 95206-2422",95206,7/11/2011,29900,10/5/2011,30.77,10/21/2011,24000
"1610 Julian St Stockton, CA 95206-3323",95206,3/28/2012,25000,4/19/2012,30.19,6/26/2012,24300
"838 Burkett Ave Stockton, CA 95205-7119",95205,9/25/2008,29000,11/13/2008,40.52,12/8/2008,25000
"2061 E 11th St Stockton, CA 95206-3604",95206,11/26/2008,25000,12/3/2008,27.53,12/24/2008,25000
"2440 E Scotts Ave Stockton, CA 95205-6434",95205,6/20/2008,34900,11/25/2008,44.64,1/6/2009,25000
"211 W Jackson St Stockton, CA 95206-1735",95206,7/11/2008,40000,1/5/2009,28.70,1/29/2009,25000
"1646 Spring St Stockton, CA 95206-2317",95206,12/16/2008,20300,12/22/2008,28.22,2/6/2009,25000
"1419 S San Joaquin St Stockton, CA 95206-2005",95206,11/12/2008,20000,3/12/2009,19.19,3/27/2009,25000
"811 S San Joaquin St Stockton, CA 95206-1414",95206,4/16/2011,23435,5/12/2011,28.16,6/10/2011,22500
"2106 Phelps St Stockton, CA 95206-2349",95206,10/31/2011,21900,11/15/2011,22.82,12/20/2011,22500
"1603 E Worth St Stockton, CA 95205-7041",95205,11/3/2011,25000,1/13/2012,16.46,1/26/2012,22500
"1513 E 7th St Stockton, CA 95206-2334",95206,6/8/2012,28000,6/11/2012,17.84,7/31/2012,22500
"3522 Harvey Ave Stockton, CA 95206-3708",95206,9/16/2011,25000,9/21/2011,23.45,1/26/2012,22699
"914 S Grant St Stockton, CA 95206-1606",95206,8/5/2009,29900,9/23/2009,24.70,11/25/2009,25000
"321 N Pilgrim St Stockton, CA 95205-4544",95205,9/10/2009,23900,12/16/2009,21.50,1/12/2010,25000
"1760 Milton St Stockton, CA 95205-7028",95205,1/6/2010,29900,1/15/2010,35.36,2/1/2010,25000
"18 W Jefferson St Stockton, CA 95206-1212",95206,1/30/2010,23000,2/23/2010,39.56,3/9/2010,25000
"1307 S Grant St Stockton, CA 95206-1630",95206,2/5/2010,24900,3/15/2010,28.38,3/30/2010,25000
"2334 Alma St Stockton, CA 95205-6404",95205,5/11/2010,25000,6/4/2010,35.71,6/21/2010,25000
"1760 S Sutter St Stockton, CA 95206-2061",95206,6/10/2010,39000,6/30/2010,22.56,7/15/2010,25000
"1502 Julian St Stockton, CA 95206-3321",95206,5/5/2010,24115,7/23/2010,23.32,8/12/2010,25000
"516 S Hunter St Stockton, CA 95203-3523",95203,11/30/2010,29900,1/11/2011,19.49,1/28/2011,25000
"823 E Anderson St Stockton, CA 95206-1601",95206,4/13/2010,35000,2/15/2011,30.01,2/15/2011,25000
"2231 E Scotts Ave Stockton, CA 95205-6451",95205,11/24/2010,30000,2/25/2011,24.51,3/14/2011,25000
"327 N Airport Way Stockton, CA 95205-4511",95205,3/3/2011,25000,3/16/2011,20.46,4/1/2011,25000
"3756 Odell Ave Stockton, CA 95206-3734",95206,12/3/2010,39900,4/18/2011,28.54,5/6/2011,25000
"361 Kolher St Stockton, CA 95206-1951",95206,1/24/2011,44500,4/11/2011,28.77,6/8/2011,25000
"2261 E Scotts Ave Stockton, CA 95205",95205,6/17/2011,25000,6/24/2011,26.40,8/22/2011,25000
"2342 Alma St Stockton, CA 95205-6404",95205,10/29/2008,29900,1/20/2009,28.60,4/14/2009,25000
"327 N Pilgrim St Stockton, CA 95205-4544",95205,1/22/2009,39900,3/19/2009,27.72,4/27/2009,25000
"1742 S Grant St Stockton, CA 95206-1654",95206,5/22/2009,23875,6/9/2009,24.46,6/25/2009,25000
"1516 W Hazelton Ave Stockton, CA 95203-3219",95203,5/1/2009,31000,5/6/2009,27.81,7/10/2009,25000
"427 S Grant St Stockton, CA 95203-3610",95203,7/3/2009,34650,7/23/2009,26.04,8/20/2009,25000
"2124 E 6th St Stockton, CA 95206-2411",95206,2/25/2009,29900,3/6/2009,23.05,3/24/2009,27500
"1645 E 9th St Stockton, CA 95206-3336",95206,8/29/2011,34888,2/10/2012,31.13,2/15/2012,25000
"411 E 3rd St Stockton, CA 95206-2124",95206,12/9/2008,29500,1/16/2009,29.38,2/13/2009,25500
"15 E Worth St Stockton, CA 95206-1322",95206,10/23/2008,25000,10/29/2008,21.59,11/12/2008,26000
"2475 E Taylor St Stockton, CA 95205-6447",95205,1/28/2009,25000,2/26/2009,24.88,3/13/2009,26000
"1937 E 11th St Stockton, CA 95206-3505",95206,11/4/2011,29900,12/19/2011,28.89,1/6/2012,26000
"2018 Scribner St Stockton, CA 95206-2328",95206,6/8/2012,26000,6/21/2012,16.82,8/3/2012,26000
"1225 E Market St Stockton, CA 95205-5527",95205,11/21/2008,27500,2/23/2009,22.15,3/13/2009,26250
"1726 S Lincoln St Stockton, CA 95206-1948",95206,2/16/2009,29900,3/9/2009,30.49,3/27/2009,26500
"15 W 6th St Stockton, CA 95206-2606",95206,5/21/2009,24900,6/4/2009,30.81,7/17/2009,26500
"418 E 2nd St Stockton, CA 95206-2117",95206,10/7/2009,25739,10/9/2009,28.31,11/13/2009,26500
"1522 Spring St Stockton, CA 95206-2315",95206,4/12/2011,36200,8/23/2011,26.88,9/15/2011,26500
"2006 Scribner St Stockton, CA 95206-2328",95206,12/22/2011,27000,12/28/2011,22.10,1/31/2012,26500
"618 S Modesto Ave Stockton, CA 95203-3229",95203,8/22/2008,29900,11/13/2008,28.33,12/9/2008,27000
"1005 Rendon Ave Stockton, CA 95205-7231",95205,7/30/2008,31000,2/5/2009,39.94,2/13/2009,27000
"1530 Spring St Stockton, CA 95206-2315",95206,8/3/2010,31800,10/27/2010,22.52,12/2/2010,27000
"2115 Anne St Stockton, CA 95206-2311",95206,6/4/2012,33500,6/21/2012,22.11,8/15/2012,27000
"2329 Phelps St Stockton, CA 95206-3324",95206,11/5/2012,26400,11/12/2012,33.62,12/11/2012,27000
"2019 E Hazelton Ave Stockton, CA 95205-6347",95205,7/25/2008,30000,10/30/2008,18.85,1/22/2009,27034
"324 S Los Angeles St Stockton, CA 95203-3025",95203,12/1/2008,39900,3/5/2009,32.54,3/10/2009,27500
"1843 S Grant St Stockton, CA 95206-1655",95206,2/1/2009,29900,2/3/2009,22.76,3/18/2009,27500
"1925 W Sonora St Stockton, CA 95203-2943",95203,4/4/2012,19000,4/12/2012,40.00,5/29/2012,25000
"2716 S Odell Ave Stockton, CA 95206-3136",95206,5/31/2012,30000,7/10/2012,21.04,7/18/2012,25000
"1402 E Lafayette St Stockton, CA 95205-6206",95205,8/22/2008,69900,9/18/2008,12.74,10/31/2008,25250
"28 S Pilgrim St Stockton, CA 95205-5537",95205,5/13/2009,29000,5/13/2009,25.27,9/15/2009,25400
"2034 Superior St Stockton, CA 95206-2318",95206,12/16/2008,24900,1/22/2009,21.89,2/5/2009,27600
"428 S Pilgrim St Stockton, CA 95205-6143",95205,7/6/2009,39600,7/27/2009,12.23,8/31/2009,27800
"1450 S Aurora St Stockton, CA 95206-1620",95206,8/25/2008,34900,3/9/2009,38.46,4/22/2009,29000
"1521 E 7th St Stockton, CA 95206-2334",95206,11/3/2010,27900,11/19/2010,22.13,1/6/2011,27900
"1834 S American St Stockton, CA 95206-2145",95206,5/9/2012,27900,5/10/2012,25.83,5/31/2012,27900
"138 W Worth St Stockton, CA 95206-1274",95206,9/30/2008,32900,11/29/2008,40.58,12/29/2008,28000
"209 Delhi St Stockton, CA 95206-2627",95206,11/21/2008,50000,1/30/2009,39.77,2/12/2009,28000
"1836 W Hazelton Ave Stockton, CA 95203-2931",95203,12/30/2008,32045,2/9/2009,34.57,3/10/2009,28000
"632 E Jackson St Stockton, CA 95206",95206,1/9/2009,29900,3/17/2009,21.24,4/14/2009,28000
"240 S Ventura Ave Stockton, CA 95203-2907",95203,2/5/2009,25000,4/7/2009,42.42,4/17/2009,28000
"144 S Fresno St Stockton, CA 95203-3002",95203,12/10/2008,28200,4/9/2009,20.79,5/22/2009,28000
"1760 W Hazelton Ave Stockton, CA 95203-3052",95203,5/7/2009,27000,5/8/2009,31.50,6/5/2009,28000
"712 S Pershing Ave Stockton, CA 95203-3243",95203,9/2/2009,19800,9/11/2009,45.09,9/29/2009,28000
"1401 E 7th St Stockton, CA 95206-2332",95206,10/23/2009,15000,10/29/2009,17.69,11/20/2009,28000
"622 E Worth St Stockton, CA 95206-1524",95206,1/18/2010,34900,2/16/2010,16.30,2/18/2010,28000
"1574 Julian St Stockton, CA 95206-3321",95206,6/30/2009,27000,6/30/2009,26.12,3/18/2010,28000
"740 S Wilke Ave Stockton, CA 95203-3266",95203,6/29/2011,30000,7/29/2011,53.23,8/11/2011,28000
"326 W 5th St Stockton, CA 95206-1950",95206,10/24/2011,29000,11/10/2011,32.56,2/15/2012,28000
"338 E 3rd St Stockton, CA 95206-2045",95206,12/20/2010,37500,5/1/2012,26.24,6/22/2012,28000
"1228 S Hunter St Stockton, CA 95206-1349",95206,10/13/2008,39900,1/27/2009,34.94,3/30/2009,27500
"1915 E 13th St Stockton, CA 95206-3536",95206,8/4/2009,31680,8/6/2009,31.83,9/18/2009,27500
"930 S Stanislaus St Stockton, CA 95206-1520",95206,12/5/2008,29700,3/16/2009,26.03,4/20/2009,29000
"920 S Stanislaus St Stockton, CA 95206-1520",95206,3/2/2009,32000,3/16/2009,31.80,4/23/2009,29000
"1327 S San Joaquin St Stockton, CA 95206-1445",95206,6/22/2009,29900,7/14/2009,16.03,7/31/2009,29000
"375 S B St Stockton, CA 95205",95205,3/2/2009,99000,11/2/2009,29.53,12/3/2009,29000
"1504 S California St Stockton, CA 95206-2147",95206,3/9/2010,29000,3/30/2010,35.71,4/21/2010,29000
"2131 E Hazelton Ave Stockton, CA 95205-6349",95205,5/6/2010,27000,6/1/2010,39.62,6/9/2010,29000
"2416 Alma St Stockton, CA 95205-6405",95205,12/3/2010,32900,12/9/2010,31.12,1/4/2011,29000
"1873 Clover Ln Stockton, CA 95206-3515",95206,2/17/2012,34900,7/9/2012,35.19,7/27/2012,29000
"527 Howard St Stockton, CA 95206-2537",95206,9/22/2008,33500,2/20/2009,25.84,4/3/2009,29200
"2041 E 6th St Stockton, CA 95206-2408",95206,3/22/2011,32000,4/12/2011,39.86,4/12/2011,29500
"1626 S Aurora St Stockton, CA 95206-1646",95206,1/29/2010,29700,2/5/2010,46.70,2/28/2010,29700
"122 W 6th St Stockton, CA 95206-2634",95206,9/1/2009,42000,10/2/2009,23.48,2/19/2010,29800
"2052 S Airport Way Stockton, CA 95206-2340",95206,6/24/2008,29900,12/31/2008,30.32,1/21/2009,29900
"427 E 7th St Stockton, CA 95206-3206",95206,9/9/2008,24500,10/18/2008,32.75,10/30/2008,30000
"2081 E 9th St Stockton, CA 95206-2420",95206,4/1/2011,39900,5/20/2011,38.89,6/8/2011,28000
"815 E 1st St Stockton, CA 95206-1610",95206,10/4/2009,25000,10/14/2009,47.50,11/23/2009,28500
"1943 S Grant St Stockton, CA 95206-2734",95206,2/4/2010,32670,2/17/2010,38.31,2/26/2010,28500
"113 W 5th St Stockton, CA 95206-2603",95206,2/7/2009,29900,3/16/2009,27.16,3/27/2009,28900
"56 W 7th St Stockton, CA 95206-2609",95206,2/12/2009,28900,2/24/2009,34.40,3/23/2009,29000
"374 S B St Stockton, CA 95205-6385",95205,10/31/2008,34950,1/10/2009,25.19,1/29/2009,30000
"2409 Phelps St Stockton, CA 95206-3326",95206,12/22/2008,28350,1/30/2009,31.22,2/13/2009,30000
"222 E 2nd St Stockton, CA 95206-2041",95206,12/8/2008,40000,2/16/2009,23.22,2/27/2009,30000
"707 S Pershing Ave Stockton, CA 95203-3242",95203,1/16/2009,41500,2/10/2009,25.38,2/27/2009,30000
"412 Court St Stockton, CA 95205-6379",95205,9/23/2008,39400,2/6/2009,23.04,3/9/2009,30000
"1506 E 9th St Stockton, CA 95206-3335",95206,12/9/2008,33500,1/27/2009,27.99,3/12/2009,30000
"1541 Spring St Stockton, CA 95206-2314",95206,4/17/2009,29900,4/24/2009,23.79,5/19/2009,30000
"1238 E Worth St Stockton, CA 95205-6939",95205,4/7/2009,30000,4/10/2009,37.50,5/21/2009,30000
"1236 S California St Stockton, CA 95206-1429",95206,3/5/2009,34000,4/16/2009,24.51,5/29/2009,30000
"2307 Somerset Dr Stockton, CA 95205-7827",95205,2/1/2009,39900,6/5/2009,30.00,6/24/2009,30000
"523 S Grant St Stockton, CA 95203-3708",95203,6/12/2009,23300,6/25/2009,11.94,7/13/2009,30000
"1537 Julian St Stockton, CA 95206-3320",95206,5/1/2009,25000,5/11/2009,28.65,7/17/2009,30000
"544 E Jefferson St Stockton, CA 95206-1512",95206,2/2/2010,29900,2/8/2010,21.90,3/31/2010,29900
"2309 E Hazelton Ave Stockton, CA 95205-6417",95205,8/27/2009,19500,9/5/2009,40.16,10/1/2009,30000
"2041 Superior St Stockton, CA 95206-2346",95206,7/10/2008,39000,10/19/2008,25.02,11/18/2008,30000
"530 S Harrison St Stockton, CA 95203-3304",95203,10/10/2008,29900,10/28/2008,33.48,11/19/2008,30000
"209 E Clay St Stockton, CA 95206-1339",95206,7/15/2008,28900,10/7/2008,38.27,12/5/2008,30000
"2165 E Hazelton Ave Stockton, CA 95205-6360",95205,8/19/2008,37900,11/28/2008,35.89,12/19/2008,30000
"3846 Odell Ave Stockton, CA 95206-3736",95206,10/28/2008,32900,1/8/2009,48.08,1/23/2009,30000
"1561 Spring St Stockton, CA 95206-2314",95206,9/17/2009,30900,9/25/2009,33.86,11/2/2009,30000
"551 Kolher St Stockton, CA 95206-1939",95206,10/9/2009,29700,12/15/2009,33.33,2/4/2010,30000
"33 Howard St Stockton, CA 95206-2629",95206,7/20/2009,35000,2/8/2010,27.78,2/25/2010,30000
"146 W 10th St Stockton, CA 95206-3108",95206,2/1/2010,31500,2/2/2010,34.09,4/26/2010,30000
"330 W Worth St Stockton, CA 95206-1269",95206,8/25/2010,33500,8/30/2010,47.62,9/30/2010,30000
"40 W 6th St Stockton, CA 95206-2607",95206,9/21/2010,25000,11/19/2010,42.13,12/3/2010,30000
"2614 S Monroe St Stockton, CA 95206-3031",95206,8/9/2010,29900,10/22/2010,31.78,12/23/2010,30000
"1957 S Grant St Stockton, CA 95206-2734",95206,9/11/2010,30000,12/20/2010,39.22,12/29/2010,30000
"820 Rendon Ave Stockton, CA 95205-7149",95205,3/27/2011,25000,6/12/2011,58.48,6/19/2011,30000
"1004 S Garden Ave Stockton, CA 95205-7246",95205,3/14/2011,28400,5/31/2011,37.88,6/28/2011,30000
"359 S A St Stockton, CA 95205-6381",95205,7/4/2011,44900,8/4/2011,46.30,8/31/2011,30000
"2141 E Scotts Ave Stockton, CA 95205-6345",95205,10/29/2010,32000,10/14/2011,48.39,10/18/2011,30000
"2257 S California St Stockton, CA 95206-3238",95206,4/9/2009,31900,7/11/2009,39.47,8/7/2009,30000
"1905 E 13th St Stockton, CA 95206-3536",95206,7/9/2011,40000,10/12/2011,28.41,11/10/2011,30000
"1732 S Lincoln St Stockton, CA 95206-1948",95206,7/20/2009,25000,7/28/2009,32.05,9/30/2009,30000
"1848 Ralph Ave Stockton, CA 95206-3850",95206,9/6/2011,34900,11/14/2011,27.27,12/12/2011,30000
"1634 E Eighth St Stockton, CA 95206-2310",95206,10/11/2011,30300,12/13/2011,37.36,1/18/2012,30000
"1335 E Sonora St Stockton, CA 95205-6117",95205,12/1/2011,35000,12/6/2011,28.36,1/19/2012,30000
"1603 E Scotts Ave Stockton, CA 95205-6237",95205,2/8/2012,34900,3/12/2012,33.52,3/27/2012,30000
"1621 S Aurora Stockton, CA 95206",95206,6/6/2009,33000,9/4/2009,25.51,10/9/2009,30000
"1321 E Sonora St Stockton, CA 95205-6117",95205,9/4/2009,24900,9/18/2009,37.17,10/19/2009,30000
"521 Aspen St Stockton, CA 95206-3235",95206,6/18/2009,34900,10/15/2009,39.06,10/27/2009,30000
"2842 Carpenter Rd Stockton, CA 95205-8004",95205,9/16/2009,29700,9/24/2009,39.68,10/29/2009,30000
"1127 S American St Stockton, CA 95206-1527",95206,12/1/2012,48000,12/11/2012,25.60,12/26/2012,30000
"2633 S Monroe St Stockton, CA 95206-3030",95206,4/24/2009,29900,7/9/2009,39.19,7/22/2009,30100
"149 Delhi St Stockton, CA 95206-2625",95206,12/4/2008,39900,12/30/2008,38.78,1/21/2009,30250
"385 S Ash St Stockton, CA 95205-6388",95205,12/30/2008,32990,1/2/2009,32.92,2/6/2009,30250
"1327 E Sonora St Stockton, CA 95205-6117",95205,6/11/2010,32000,6/16/2010,30.04,7/6/2010,30250
"519 E Jefferson St Stockton, CA 95206-1511",95206,4/8/2008,34900,2/3/2009,27.93,3/18/2009,30500
"538 Kolher St Stockton, CA 95206-1940",95206,3/12/2009,29900,3/17/2009,33.89,4/22/2009,30500
"2415 E Hazelton Ave Stockton, CA 95205-6419",95205,5/10/2010,25000,6/10/2010,48.26,10/29/2010,30500
"320 N Union St Stockton, CA 95205-4548",95205,7/23/2012,27500,8/2/2012,33.89,9/3/2012,30500
"1574 E 9th St Stockton, CA 95206-3335",95206,11/7/2008,28350,11/18/2008,27.99,12/24/2008,30509
"707 E Clay St Stockton, CA 95206-1543",95206,6/20/2011,36500,9/21/2011,22.46,9/29/2011,30550
"731 S Merced St Stockton, CA 95203-3224",95203,1/21/2011,30600,1/28/2011,32.08,3/4/2011,30600
"1224 E Lafayette St Stockton, CA 95205-6106",95205,10/17/2008,28900,12/3/2008,22.59,1/21/2009,31000
"1537 E 9th St Stockton, CA 95206-3334",95206,12/19/2008,27500,1/8/2009,28.92,1/30/2009,31000
"1721 S San Joaquin St Stockton, CA 95206-2150",95206,10/15/2008,29900,1/29/2009,27.90,3/4/2009,31000
"362 W 4th St Stockton, CA 95206-1916",95206,2/10/2009,32900,3/17/2009,26.36,4/27/2009,31000
"1950 S San Joaquin St Stockton, CA 95206-2740",95206,5/5/2012,36000,5/5/2012,38.17,5/6/2012,30000
"1622 E 8th St Stockton, CA 95206-2310",95206,8/1/2012,40000,8/24/2012,36.86,10/2/2012,30000
"1953 E 9th St Stockton, CA 95206-3303",95206,6/11/2011,49900,9/12/2011,30.51,9/21/2011,31000
"134 N Aurora St Stockton, CA 95202-2615",95202,1/31/2010,29000,3/12/2010,27.80,3/26/2010,31190
"741 Burkett Ave Stockton, CA 95205-7117",95205,7/2/2009,39900,8/21/2009,26.21,9/23/2009,31500
"1844 S American St Stockton, CA 95206-2145",95206,1/29/2010,24000,1/31/2010,37.55,5/17/2010,31543
"1630 Julian St Stockton, CA 95206-3323",95206,10/22/2008,33250,10/25/2008,39.31,11/20/2008,32000
"1131 E Church St Stockton, CA 95205-6130",95205,10/3/2008,47900,10/31/2008,30.80,11/21/2008,32000
"1937 W Sonora St Stockton, CA 95203-2943",95203,7/28/2008,39900,11/26/2008,27.19,12/11/2008,32000
"420 W Anderson St Stockton, CA 95206-1229",95206,10/15/2008,35500,11/28/2008,40.40,1/15/2009,32000
"705 S Airport Way Stockton, CA 95205-6126",95205,12/15/2008,33900,1/15/2009,34.56,1/29/2009,32000
"1704 Milton St Stockton, CA 95205-7028",95205,2/3/2009,37000,2/23/2009,30.22,3/12/2009,32000
"1909 E Marsh St Stockton, CA 95205-6315",95205,11/13/2008,37500,1/5/2009,32.63,2/25/2009,31000
"116 W 7th St Stockton, CA 95206-2611",95206,5/5/2008,30000,1/28/2009,39.64,2/28/2009,31000
"2040 E 5th St Stockton, CA 95206-2405",95206,4/16/2009,24900,4/30/2009,33.12,9/9/2009,31000
"1214 E Church St Stockton, CA 95205-6133",95205,1/12/2010,25740,1/21/2010,23.66,2/5/2010,31000
"2633 Munford Ave Stockton, CA 95205-8018",95205,1/19/2010,30900,6/13/2010,62.00,7/2/2010,31000
"814 S Shasta Ave Stockton, CA 95205",95205,1/13/2011,29000,3/3/2011,36.77,3/18/2011,31000
"2242 E Main St Stockton, CA 95205-6538",95205,6/8/2011,34900,6/22/2011,45.06,7/13/2011,31000
"1562 E 9th St Stockton, CA 95206-3335",95206,1/10/2010,30500,6/7/2010,29.36,6/8/2010,32000
"1529 E 9th St Stockton, CA 95206-3334",95206,6/30/2010,45000,7/25/2010,28.67,9/24/2010,32000
"2630 S Lincoln St Stockton, CA 95206-3051",95206,8/31/2009,39900,9/26/2009,31.16,10/19/2009,33000
"2050 E 8th St Stockton, CA 95206-2416",95206,3/10/2011,34900,4/18/2011,48.48,5/2/2011,32000
"2172 S Sutter St Stockton, CA 95206-3258",95206,9/20/2011,26000,10/8/2011,26.82,11/15/2011,32000
"3367 Volney St Stockton, CA 95206-3826",95206,8/24/2011,39900,10/13/2011,16.34,12/13/2011,32000
"120 W 4th St Stockton, CA 95206-1912",95206,3/15/2011,40000,3/1/2012,21.86,4/18/2012,32000
"2319 E Scotts Ave Stockton, CA 95205-6431",95205,11/17/2012,34900,12/11/2012,54.42,12/21/2012,32000
"25 W Jefferson St Stockton, CA 95206-1211",95206,11/4/2010,29900,11/19/2010,36.49,12/2/2010,32480
"941 Burkett Ave Stockton, CA 95205-7222",95205,7/15/2008,57000,2/20/2009,35.02,3/27/2009,32500
"1765 S Harrison Stockton, CA 95206",95206,1/13/2009,35500,6/5/2009,37.40,6/26/2009,32500
"2348 E Hazelton Ave Stockton, CA 95205-6418",95205,3/3/2009,32000,3/4/2009,28.22,3/20/2009,32000
"25 Howard St Stockton, CA 95206-2629",95206,2/20/2009,28900,2/25/2009,30.65,3/25/2009,32000
