Address,Address - Zip Code,Listing Date,Listing Price,Pending Date,Price Per Sq Ft,Selling Date,Selling Price
"4471 La Cresta Way #2 Stockton, CA 95207-7727",95207,6/28/2010,25500,7/30/2010,32.74,8/26/2010,27500
"1545 Pyrenees Ave #29 Stockton, CA 95210-5224",95210,7/8/2010,29900,8/19/2010,46.53,9/29/2010,33500
"544 Salem Way Stockton, CA 95207-7712",95207,4/20/2009,29000,7/30/2009,24.51,8/13/2009,27355
"4460 Townehome Dr Stockton, CA 95207-7711",95207,11/13/2009,30000,3/25/2010,20.41,4/22/2010,27000
"4462 Denby Ln Stockton, CA 95207-7435",95207,8/27/2009,37500,10/21/2009,35.2,11/11/2009,34000
"328 Northbank Ct #58 Stockton, CA 95207-7618",95207,1/13/2009,39900,5/15/2009,39.44,6/12/2009,34900
"5815 N El Dorado St Stockton, CA 95207-4461",95207,9/18/2008,59900,1/27/2009,23.66,2/27/2009,35000
"4332 Pacific Ave #17 Stockton, CA 95207-7626",95207,2/13/2009,43000,8/14/2009,35.62,8/27/2009,26000
"533 Cabana Way Stockton, CA 95207-7704",95207,11/3/2009,27900,11/10/2009,26.04,12/18/2009,35000
"4431 Townehome Dr Stockton, CA 95207-7715",95207,5/11/2009,25900,5/22/2009,23.3,6/12/2009,26000
"420 E Bianchi Rd #4 Stockton, CA 95207-7720",95207,4/26/2010,32000,5/3/2010,37.88,6/11/2010,35000
"1681 Pyrenees Ave #87 Stockton, CA 95210-5211",95210,6/2/2010,35000,6/21/2010,40.42,6/29/2010,35000
"328 W Northbank 45 Ct Stockton, CA 95207",95207,10/29/2010,36720,11/16/2010,39.55,12/14/2010,35000
"517 Cabana Way Stockton, CA 95207-7704",95207,4/1/2009,17900,4/15/2009,23.3,5/8/2009,26000
"4426 La Cresta Way Stockton, CA 95207-7740",95207,2/10/2009,23900,2/19/2009,30.19,3/23/2009,24000
"4415 Calandria St Stockton, CA 95207-7747",95207,2/17/2009,18900,2/23/2009,27.98,3/18/2009,23500
"428 Caribrook Way #1 Stockton, CA 95207-7765",95207,4/3/2009,16500,4/15/2009,28.3,5/5/2009,22500
"4403 Calandria St #4 Stockton, CA 95207-7749",95207,3/28/2008,24900,1/16/2009,24.35,4/2/2009,22500
"440 Caribrook Way #1 Stockton, CA 95207-7759",95207,4/24/2009,21100,5/22/2009,27.67,8/17/2009,22000
"1681 Pyrenees Ave #85 Stockton, CA 95210-5211",95210,8/4/2009,39500,11/12/2009,50.69,12/9/2009,36500
"328 W Northbank Ct #3 Stockton, CA 95207",95207,9/1/2010,34900,9/24/2010,41.24,10/5/2010,36500
"1707 Pyrenees Ave #104 Stockton, CA 95210-5231",95210,8/31/2010,35500,9/9/2010,50.69,10/15/2010,36500
"8806 Fox Creek Dr Stockton, CA 95210-1780",95210,1/9/2009,49600,6/19/2009,38.89,10/14/2009,36600
"4403 Calandria St #2 Stockton, CA 95207-7749",95207,1/14/2010,20000,1/25/2010,23.93,5/11/2010,20100
"4409 Calandria St #2 Stockton, CA 95207-7748",95207,12/23/2008,19900,1/9/2009,23.69,2/24/2009,19900
"4457 Dorset St Stockton, CA 95207-7436",95207,6/2/2009,32000,6/5/2009,29.5,7/14/2009,38000
"519 Cabana Way Stockton, CA 95207-7704",95207,2/2/2009,18000,3/3/2009,16.58,4/13/2009,18500
"510 E Bianchi Rd #4 Stockton, CA 95207-7780",95207,6/5/2009,12300,7/24/2009,18.72,8/7/2009,17300
"328 W Northbank  #20 Ct Stockton, CA 95207",95207,2/1/2010,39600,2/8/2010,42.94,2/25/2010,38000
"1529 Pyrenees Ave #5 Stockton, CA 95210-5222",95210,4/7/2010,38000,4/22/2010,36.16,6/7/2010,38000
"1719 Pyrenees Ave #110 Stockton, CA 95210-5215",95210,4/13/2010,38500,4/29/2010,44.46,5/26/2010,38500
"4434 Calandria St #4 Stockton, CA 95207-7772",95207,3/4/2009,16600,3/18/2009,18.4,4/7/2009,17000
"328 Northbank Ct #12 Stockton, CA 95207-7642",95207,12/7/2008,44900,3/25/2009,44.07,4/17/2009,39000
"4410 Calandria St #4 Stockton, CA 95207-7768",95207,9/11/2009,16000,10/29/2009,17.32,12/3/2009,16000
"4458 Denby Ln Stockton, CA 95207-7435",95207,12/22/2009,34900,1/22/2010,30.67,2/11/2010,39500
"1529 Pyrenees Ave #2 Stockton, CA 95210-5222",95210,8/6/2010,39900,8/7/2010,45.61,9/17/2010,39500
"504 Northbank Ct #85 Stockton, CA 95207-7663",95207,8/18/2009,39900,11/30/2009,45.86,2/2/2010,39900
"4481 Townehome Dr Stockton, CA 95207-7715",95207,10/18/2010,39900,10/29/2010,35.75,11/16/2010,39900
"4473 Dorset St Stockton, CA 95207-7436",95207,8/19/2009,32900,12/12/2009,40.16,12/23/2009,31000
"4401 Townehome Dr Stockton, CA 95207-7715",95207,10/30/2008,46000,11/13/2008,35.84,11/26/2008,40000
"8712 Lianna Ct Stockton, CA 95209-1851",95209,5/5/2009,68800,8/14/2009,25.97,9/9/2009,30000
"8766 Fox Creek Dr Stockton, CA 95210-1779",95210,3/25/2010,37000,4/13/2010,42.51,5/4/2010,40000
"6005 Village Green Dr, Stockton, CA 95210-4605",95210,9/17/2010,44900,10/28/2010,43.04,11/19/2010,40500
"6003 Village Green Dr Stockton, CA 95210-4605",95210,3/26/2010,49500,5/7/2010,44.31,8/20/2010,41700
"4469 Dorset St Stockton, CA 95207-7436",95207,3/27/2009,29000,4/3/2009,28.36,5/13/2009,30000
"7219 Village Green Dr Stockton, CA 95210-4230",95210,2/10/2010,55000,2/22/2010,44.53,4/30/2010,41900
"8863 Fox Creek Dr Stockton, CA 95210-4314",95210,6/1/2010,40900,6/8/2010,36.72,7/16/2010,41900
"1511 Pyrenees Ave #16 Stockton, CA 95210-5208",95210,9/8/2010,37900,9/24/2010,39.96,10/15/2010,42000
"8750 Lansdowne Dr Stockton, CA 95210-4309",95210,1/14/2009,84655,2/25/2009,26.76,3/24/2009,30000
"539 Cabana Way Stockton, CA 95207-7704",95207,10/15/2008,29900,4/21/2009,24.19,5/26/2009,32000
"7208 Tristan Cir Stockton, CA 95210-4204",95210,12/30/2009,46250,2/9/2010,51.56,3/12/2010,43100
"529 Cabana Way Stockton, CA 95207-7704",95207,3/27/2009,20900,4/1/2009,21.92,6/25/2009,29000
"1719 Pyrenees Ave #105 Stockton, CA 95210-5215",95210,3/30/2010,45800,4/22/2010,41.39,6/1/2010,43500
"537 Cabana Way Stockton, CA 95207-7704",95207,4/7/2009,19900,4/9/2009,25.99,5/22/2009,29000
"8860 Fox Creek Dr Stockton, CA 95210-4313",95210,9/21/2010,43900,11/19/2010,46.76,12/9/2010,44000
"542 Salem Way Stockton, CA 95207-7712",95207,10/28/2008,44900,11/21/2008,33.94,11/21/2008,44900
"6140 Evelyn Ave Stockton, CA 95207-3702",95207,10/22/2010,44900,12/6/2010,31.16,12/14/2010,44900
"4427 Calandria #3 Stockton, CA 95207",95207,4/18/2009,34000,4/29/2009,38.69,6/30/2009,32500
"4458 Townehome Dr Stockton, CA 95207-7711",95207,3/23/2010,33900,4/2/2010,25.47,4/28/2010,33700
"1529 Pyrenees Ave #1 Stockton, CA 95210-5222",95210,5/11/2009,39900,8/7/2009,47.22,9/13/2009,34000
"6507 Greenfield Ln Stockton, CA 95207-3117",95207,12/3/2009,49900,12/16/2009,39.3,12/31/2009,45000
"6027 Cresenda Ave Stockton, CA 95207-4320",95207,9/17/2009,40000,1/22/2010,37.88,3/2/2010,45000
"1719 Pyrenees Ave #111 Stockton, CA 95210-5215",95210,6/8/2009,39900,9/29/2009,40.42,11/20/2009,35000
"1699 Pyrenees Ave #95 Stockton, CA 95210-5213",95210,5/13/2010,39000,5/19/2010,51.96,6/21/2010,45000
"310 Morada Ln Stockton, CA 95210-1231",95210,7/27/2010,45000,7/30/2010,43.86,8/24/2010,45000
"504 Northbank Ct #120 Stockton, CA 95207-7661",95207,9/7/2010,45000,11/23/2010,51.72,12/22/2010,45000
"328 Northbank Ct #39 Stockton, CA 95207-7611",95207,5/27/2009,39000,7/9/2009,39.55,4/23/2010,35000
"328 W Northbank Ct #4 Stockton, CA 95207",95207,2/3/2009,39900,4/29/2009,39.66,5/22/2009,35100
"4478 Denby Ln Stockton, CA 95207-7435",95207,4/3/2009,29900,4/17/2009,39.18,5/5/2009,35500
"5802 N El Dorado St Stockton, CA 95207-4462",95207,12/5/2008,45900,12/18/2008,42.57,1/27/2009,47000
"8965 Fox Creek Stockton, CA 95210-4306",95210,1/19/2009,39000,4/7/2009,38.26,5/13/2009,36000
"1719 Pyrenees Ave #109 Stockton, CA 95210-5215",95210,6/29/2010,35000,7/13/2010,50,7/20/2010,36000
"1244 Hutchinson Ave Stockton, CA 95210-3525",95210,8/7/2009,47900,8/7/2009,31.62,9/8/2009,47900
"6021 Brea Ave Stockton, CA 95207-4311",95207,9/4/2008,48900,3/1/2009,39.8,3/26/2009,48000
"4455 Townehome Dr Stockton, CA 95207-7715",95207,9/24/2010,36060,10/19/2010,26.79,11/17/2010,36000
"1629 Pyrenees Ave #52 Stockton, CA 95210-5217",95210,1/25/2010,38000,3/30/2010,34.35,5/14/2010,36100
"504 Northbank Ct #145 Stockton, CA 95207-7669",95207,5/22/2008,62500,1/2/2009,39.05,1/26/2009,36750
"8893 Fox Creek Dr Stockton, CA 95210-4314",95210,3/25/2010,47900,4/29/2010,42.07,5/28/2010,48000
"7115 Village Green Dr Stockton, CA 95210-4233",95210,10/15/2010,51775,11/18/2010,50.79,12/21/2010,48000
"7134 Tristan Cir Stockton, CA 95210-4210",95210,5/6/2010,49900,11/4/2010,50.84,12/20/2010,48500
"7092 Tristan Cir Stockton, CA 95210-4226",95210,12/17/2008,54000,12/31/2008,58.61,1/22/2009,49000
"8879 Fox Creek Dr Stockton, CA 95210-4314",95210,4/15/2009,36000,6/29/2009,40.38,7/24/2009,38000
"328 Northbank Ct #47 Stockton, CA 95207-7616",95207,1/21/2009,59900,5/27/2009,45.2,6/23/2009,40000
"1802 Westmora Ave Stockton, CA 95210-1539",95210,3/17/2009,55000,4/15/2009,31.19,6/4/2009,50000
"6107 Cresenda Ave Stockton, CA 95207-4322",95207,2/26/2009,46500,3/6/2009,36.82,4/1/2009,41900
"8832 Fox Creek Dr Stockton, CA 95210-1780",95210,4/13/2009,37900,5/4/2009,44.85,5/13/2009,42200
"5806 N El Dorado St Stockton, CA 95207-4462",95207,5/1/2009,59900,5/8/2009,28.9,6/4/2009,43000
"525 Cimarron Ave Stockton, CA 95210-3705",95210,9/23/2009,41900,9/25/2009,40.55,10/13/2009,50000
"1928 Hacienda Dr Stockton, CA 95209-1854",95209,8/31/2009,64900,1/9/2010,45,2/9/2010,50000
"426 W Mayfair Ave Stockton, CA 95207-5113",95207,2/12/2009,80999,10/1/2009,28.73,10/9/2009,43500
"7310 Village Green Dr Stockton, CA 95210-4205",95210,4/23/2010,53500,5/3/2010,60.39,7/12/2010,50000
"225 W Swain Rd Stockton, CA 95207-4346",95207,8/24/2010,64560,11/5/2010,36.39,12/8/2010,50000
"8835 Fox Creek Dr Stockton, CA 95210-1783",95210,7/7/2010,49000,12/30/2010,45.09,12/30/2010,50000
"1661 Pyrenees Ave Stockton, CA 95210-5230",95210,3/15/2009,45900,3/31/2009,60.97,5/5/2009,43900
"7246 Tristan Cir Stockton, CA 95210-4208",95210,1/23/2009,49900,4/20/2009,53.83,5/7/2009,45000
"8991 Fox Creek Dr Stockton, CA 95210-4306",95210,9/20/2008,54500,9/24/2008,54.73,12/29/2008,51500
"737 Hudson Dr Stockton, CA 95210-2052",95210,2/23/2009,40900,3/22/2009,41.51,5/27/2009,45000
"7224 Village Green Dr Stockton, CA 95210-4214",95210,7/29/2010,56000,8/4/2010,55.03,9/24/2010,52500
"6121 Greenfield Ln Stockton, CA 95207-3109",95207,11/1/2008,67000,12/10/2008,55.21,12/31/2008,53000
"9019 Fox Creek Dr Stockton, CA 95210-1743",95210,11/7/2008,52500,11/19/2008,56.85,1/13/2009,53500
"6026 Cresenda Ave Stockton, CA 95207-4321",95207,10/23/2008,54900,2/27/2009,44.77,3/12/2009,53500
"9022 Lansdowne Dr Stockton, CA 95210-1763",95210,11/19/2009,53900,11/19/2009,47.03,12/22/2009,53900
"6230 Village Green Dr Stockton, CA 95210-3484",95210,8/26/2009,53900,12/29/2009,56.74,1/29/2010,53900
"504 Northbank Ct #62 Stockton, CA 95207-7660",95207,2/15/2009,74900,5/29/2009,51.72,6/30/2009,45000
"504 Northbank Ct #59 Stockton, CA 95207-7659",95207,12/9/2009,54000,3/30/2010,62.07,4/23/2010,54000
"8766 Fox Creek Dr Stockton, CA 95210-1779",95210,6/4/2010,59900,6/30/2010,57.92,7/29/2010,54500
"529 Cabana Way Stockton, CA 95207-7704",95207,11/24/2009,45000,2/24/2010,34.01,4/7/2010,45000
"504 Northbank Ct #42 Stockton, CA 95207-7661",95207,11/17/2010,45900,12/3/2010,51.72,12/31/2010,45000
"7051 Village Green Dr #D Stockton, CA 95210-4229",95210,6/12/2008,54900,9/26/2008,58.2,10/31/2008,55000
"8031 Grenoble Way Stockton, CA 95210-3240",95210,8/1/2008,70000,12/13/2008,44.04,12/30/2008,55000
"6322 Village Green Dr Stockton, CA 95210-4601",95210,4/15/2009,43000,4/27/2009,47.63,5/8/2009,45250
"5829 Kermit Ln Stockton, CA 95207-4820",95207,12/5/2008,69900,3/5/2009,47.74,3/23/2009,55000
"858 Castle Oaks Dr Stockton, CA 95210-2026",95210,12/30/2008,75900,3/16/2009,38.35,4/17/2009,55000
"9311 Cherbourg Way Stockton, CA 95210-1706",95210,2/18/2009,45500,2/20/2009,39.43,3/27/2009,45500
"310 Berkshire Ln Stockton, CA 95207-7466",95207,3/3/2009,49900,3/25/2009,46.34,5/12/2009,47500
"7052 Kermit Ln Stockton, CA 95207-2909",95207,9/28/2009,47500,10/2/2009,49.48,10/23/2009,47500
"8858 Fox Creek Dr Stockton, CA 95210-4313",95210,2/24/2009,40500,6/3/2009,40.38,6/25/2009,38000
"7117 Village Green Dr Stockton, CA 95210-4233",95210,8/5/2009,59000,12/14/2009,58.64,12/23/2009,55000
"6118 Village Green Dr Stockton, CA 95210-3483",95210,11/16/2009,64999,12/9/2009,58.45,2/10/2010,55000
"8909 Fox Creek Dr Stockton, CA 95210-4306",95210,6/22/2010,50000,6/26/2010,48.2,9/17/2010,55000
"7070 Tristan Cir Stockton, CA 95210-4226",95210,7/19/2010,66000,9/7/2010,57.65,9/20/2010,55000
"407 Alturas Ave Stockton, CA 95207-2704",95207,11/3/2010,65000,11/13/2010,53.29,12/10/2010,55000
"328 Northbank Ct #66 Stockton, CA 95207-7620",95207,4/27/2009,38000,4/30/2009,42.94,8/14/2009,38000
"328 Northbank Ct #10 Stockton, CA 95207-7637",95207,1/19/2009,39500,6/9/2009,43.79,6/26/2009,38750
"1545 Pyrenees Ave #30 Stockton, CA 95210-5224",95210,5/13/2010,59500,5/18/2010,64.67,7/16/2010,56000
"8755 Fox Creek Dr Stockton, CA 95210-1782",95210,9/10/2010,44900,10/1/2010,50.68,10/22/2010,56200
"802 Clinton Dr Stockton, CA 95210-2012",95210,10/26/2009,70000,1/14/2010,37.02,1/14/2010,56300
"328 Northbank Ct #27 Stockton, CA 95207-7613",95207,6/1/2009,35900,6/4/2009,44.29,6/29/2009,39200
"6120 Maywood Ln Stockton, CA 95207-3133",95207,12/6/2008,59900,2/2/2009,59.38,2/25/2009,57000
"6210 N Alturas Ave Stockton, CA 95207-4308",95207,11/26/2008,59900,2/6/2009,50.09,3/5/2009,57000
"4461 Townehome Dr Stockton, CA 95207-7715",95207,9/25/2008,42900,10/22/2008,30.23,11/5/2008,40000
"7013 Village Green Dr Stockton, CA 95210",95210,3/19/2009,54900,3/30/2009,60.77,5/29/2009,57000
"6112 Greenfield Ln Stockton, CA 95207",95207,4/10/2009,39900,4/22/2009,52.08,6/29/2009,50000
"6209 N Alturas Ave Stockton, CA 95207-4307",95207,8/9/2009,50000,8/20/2009,61.62,9/8/2009,57000
"625 S Morada Ln Stockton, CA 95210-1116",95210,5/14/2010,78400,7/30/2010,49.13,9/22/2010,57380
"1912 Sandalwood Dr Stockton, CA 95210-1526",95210,3/24/2009,59900,4/11/2009,40.62,7/8/2009,50000
"2225 Sandalwood Dr Stockton, CA 95210-1642",95210,6/22/2009,52000,7/23/2009,48.92,8/25/2009,50000
"8882 Fox Creek Dr Stockton, CA 95210-4313",95210,4/18/2009,49900,2/3/2010,53.14,2/24/2010,50000
"8827 Fox Creek Dr Stockton, CA 95210-1783",95210,4/13/2009,59900,6/15/2009,54.2,7/16/2009,51000
"7409 Village Green Dr Stockton, CA 95210-4232",95210,8/14/2009,62900,9/15/2009,50.83,10/13/2009,58000
"504 Northbank Ct #144 Stockton, CA 95207-7669",95207,9/17/2009,54900,10/15/2009,66.67,11/23/2009,58000
"2246 Millwood Ave Stockton, CA 95210-1622",95210,10/13/2010,55100,10/22/2010,45.79,11/19/2010,58200
"6114 Maywood Ln Stockton, CA 95207-3133",95207,7/3/2009,54900,7/24/2009,45.01,8/21/2009,51000
"7306 Tristan Cir Stockton, CA 95210-4207",95210,5/22/2009,45000,6/1/2009,62.2,7/24/2009,52000
"9453 Courtney Ct Stockton, CA 95210-1710",95210,7/23/2009,65000,7/25/2009,51.13,10/16/2009,59000
"9144 N El Dorado St Stockton, CA 95210-1253",95210,7/26/2010,65500,9/13/2010,56.3,10/1/2010,59000
"9029 Lansdowne Dr Stockton, CA 95210-1762",95210,7/22/2009,57200,9/27/2009,52.02,10/16/2009,59100
"2387 Waudman Ave Stockton, CA 95209-1799",95209,12/16/2009,59300,5/29/2010,63.29,6/21/2010,59300
"408 Berrendo Ln Stockton, CA 95207-2235",95207,12/21/2008,65000,10/1/2009,38.81,10/9/2009,59500
"8027 Diana Marie Dr Stockton, CA 95210-2603",95210,12/31/2008,59900,5/1/2009,58.73,5/18/2009,59900
"504 Northbank Ct #30 Stockton, CA 95207-7661",95207,10/30/2009,59900,1/18/2010,68.85,2/5/2010,59900
"504 Northbank Ct #150 Stockton, CA 95207-7669",95207,5/29/2009,57200,6/17/2009,62.07,8/14/2009,54000
"2828 Village Green Ct Stockton, CA 95210-4623",95210,8/28/2009,50936,9/14/2009,57.45,10/30/2009,54575
"8903 Lansdowne Dr Stockton, CA 95210-4304",95210,6/30/2008,69900,2/4/2009,51.99,3/13/2009,60000
"8728 Fox Creek Dr Stockton, CA 95210-1778",95210,12/3/2008,64900,1/13/2009,63.76,3/13/2009,60000
"818 Newhall Ct Stockton, CA 95210-1447",95210,8/19/2009,54900,8/20/2009,51.89,9/24/2009,54900
"2031 Sandalwood Dr Stockton, CA 95210-1627",95210,11/20/2008,59400,12/5/2008,45.83,12/31/2008,55000
"437 W Pearl Ave Stockton, CA 95207-3817",95207,9/11/2008,63000,4/2/2009,55.25,4/23/2009,60000
"6922 Kermit Ln Stockton, CA 95207-2907",95207,3/30/2009,59900,4/19/2009,57.29,5/15/2009,55000
"2414 Claridge Ln Stockton, CA 95210-1750",95210,2/27/2009,58900,3/15/2009,57.29,7/23/2009,55000
"504 Northbank Ct #118 Stockton, CA 95207-7649",95207,6/24/2009,58000,7/28/2009,63.22,8/27/2009,55000
"8621 San Pasqual Way Stockton, CA 95210-1326",95210,9/4/2009,62900,9/28/2009,47.77,10/30/2009,60000
"6821 Village Green Dr Stockton, CA 95210-4614",95210,9/18/2009,55000,10/12/2009,57.89,10/26/2009,55000
"8908 Cardiff Pl Stockton, CA 95210-3259",95210,9/17/2009,63500,1/26/2010,73.53,2/22/2010,60000
"504 Northbank Ct #12 Stockton, CA 95207-7655",95207,3/16/2010,59000,8/24/2010,68.97,9/14/2010,60000
"8201 Diana Marie Dr Stockton, CA 95210-2605",95210,7/19/2010,69999,9/9/2010,48.9,10/8/2010,60000
"2235 Hollywood Dr Stockton, CA 95210-1605",95210,8/2/2010,70000,9/23/2010,53.57,10/25/2010,60000
"1901 Bordeaux Ave Stockton, CA 95210-3106",95210,11/22/2010,65000,11/29/2010,51.81,12/10/2010,60000
"8343 Cherbourg Way Stockton, CA 95210-3206",95210,9/28/2010,79900,12/9/2010,51.81,12/30/2010,60000
"350 Santa Barbara Ct Stockton, CA 95210-1243",95210,8/23/2010,64900,11/5/2010,48.78,12/9/2010,60100
"706 Loretta Ct Stockton, CA 95207-2945",95207,1/20/2009,67900,2/23/2009,55.28,3/27/2009,60150
"6233 Glenbrook Ln Stockton, CA 95207-3107",95207,6/19/2008,55100,1/20/2009,37.91,2/9/2009,60200
"6104 N Alturas Ave Stockton, CA 95207-4306",95207,2/5/2009,46900,2/19/2009,39.8,4/2/2009,48000
"9337 Parrish Ln Stockton, CA 95210-1717",95210,9/10/2009,61000,9/25/2009,63.54,10/26/2009,61000
"504 Northbank Ct #14 Stockton, CA 95207-7655",95207,11/2/2009,61900,12/1/2009,70.11,2/5/2010,61000
"710 Garner Ln Stockton, CA 95207-4807",95207,1/16/2010,49000,2/1/2010,47.84,2/10/2010,61000
"7077 Tristan Cir Stockton, CA 95210-4227",95210,8/1/2008,69900,10/17/2008,64.99,10/31/2008,62000
"2201 Hollywood Dr Stockton, CA 95210-1605",95210,10/9/2008,65000,11/7/2008,55.36,11/26/2008,62000
"8864 Fox Creek Dr Stockton, CA 95210-4313",95210,9/12/2008,64900,10/8/2008,65.89,12/4/2008,62000
"9115 Cherbourg Way Stockton, CA 95210-1702",95210,10/15/2008,54600,10/24/2008,54.58,12/31/2008,62000
"8717 Ledgewood Ave Stockton, CA 95210-1609",95210,12/3/2008,61900,12/10/2008,56.78,12/31/2008,62000
"8848 Lansdowne Dr Stockton, CA 95210-4307",95210,2/3/2009,69000,2/17/2009,53.73,3/31/2009,62000
"1681 Pyrenees Ave #81 Stockton, CA 95210-5211",95210,6/10/2009,45900,7/20/2009,45.67,7/30/2009,48000
"603 Gotham Dr Stockton, CA 95210-2047",95210,4/2/2009,70500,4/6/2009,45.19,5/26/2009,62000
"280 Prado Way Stockton, CA 95207-2145",95207,1/16/2010,62000,1/18/2010,43.21,1/27/2010,62000
"202 Morada Ln Stockton, CA 95210-1229",95210,8/6/2009,18900,8/15/2009,46.92,9/4/2009,48000
"9220 Lansdowne Dr Stockton, CA 95210-1759",95210,4/28/2009,49900,4/29/2009,61.15,6/4/2009,49900
